Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcAAAA	822254	506496	6720	84576	6111	218351	498567	0	0	0
bcHSJQ	39942	23465	370	6453	297	9357	23261	0	0	0
bcCTMZ	29398	19013	290	3447	178	6470	16093	0	0	0
bcGYDS	23459	14923	165	2911	103	5357	13081	0	0	0
bcHDFC	20037	11861	129	1801	103	6143	10438	0	0	0
bcGSKY	17645	10029	160	2217	90	5149	8502	0	0	0
bcHTVI	15448	6178	80	5740	201	3249	6047	0	0	0
bcCLZO	13864	8952	129	1546	68	3169	8305	0	0	0
bcCTLO	12507	7909	95	1352	118	3033	6498	0	0	0
bcCSSC	11505	6942	96	1590	80	2797	6268	0	0	0
bcGWCM	10609	4295	61	3835	148	2270	3973	0	0	0
bcAMIY	9789	5926	73	1155	181	2454	4923	0	0	0
bcBVAZ	9084	4091	58	2288	89	2558	3516	0	0	0
bcEYMR	8359	4814	42	644	28	2831	4013	0	0	0
bcFJDH	7701	4253	67	836	23	2522	3359	0	0	0
bcFXEL	7071	4463	68	760	35	1745	3812	0	0	0
bcBBBA	6544	3929	56	529	21	2009	3396	0	0	0
bcCRAW	5966	3812	45	759	81	1269	2916	0	0	0
bcHBWC	5377	1852	43	287	20	3175	1792	0	0	0
bcARRG	4851	3083	35	430	15	1288	2435	0	0	0
bcFNZX	4211	2496	34	526	41	1114	1890	0	0	0
bcGFKA	3463	2301	20	446	7	689	1609	0	0	0
bcHFLZ	2894	1429	26	239	16	1184	1133	0	0	0
bcEKSC	2417	845	13	271	14	1274	623	0	0	0
bcEEGL	2119	577	14	80	28	1420	469	0	0	0
bcHTGZ	1941	328	9	55	5	1544	279	0	0	0
bcGRBQ	1807	197	7	52	0	1551	195	0	0	0
bcBGOQ	1704	819	11	56	1	817	595	0	0	0
bcDHVU	1623	167	7	51	5	1393	150	0	0	0
bcBHXG	1557	210	7	46	2	1292	192	0	0	0
bcEZDT	1489	258	7	57	4	1163	240	0	0	0
bcBXSB	1444	313	12	68	4	1047	279	0	0	0
bcAKFU	1401	184	2	24	1	1190	173	0	0	0
bcAUJY	1362	159	4	34	0	1165	160	0	0	0
bcDSDA	1328	559	9	68	1	691	424	0	0	0
bcBMXW	1295	240	4	40	1	1010	204	0	0	0
bcDXEN	1263	140	5	44	3	1071	132	0	0	0
bcEPYT	1236	180	7	29	0	1020	161	0	0	0
bcHUEX	1207	158	6	44	2	997	145	0	0	0
bcIIQJ	1182	167	3	32	3	977	160	0	0	0
bcGDBT	1160	224	8	32	1	895	195	0	0	0
bcEGZV	1140	752	7	138	3	240	572	0	0	0
bcBZET	1120	131	5	31	1	952	124	0	0	0
bcHAUX	1099	143	5	25	1	925	138	0	0	0
bcDFWV	1081	195	7	35	4	840	185	0	0	0
bcDOZC	1064	150	10	25	2	877	140	0	0	0
bcGZZI	1048	138	7	23	1	879	132	0	0	0
bcEYDV	1031	121	1	26	2	881	119	0	0	0
bcEPMC	1016	128	5	34	4	845	125	0	0	0
bcDMDM	1003	423	4	79	2	495	303	0	0	0
bcFFPU	988	128	5	41	1	813	117	0	0	0
bcFOQN	976	104	3	42	2	825	102	0	0	0
bcCKCE	965	144	5	27	3	786	125	0	0	0
bcEATN	954	135	4	32	0	783	127	0	0	0
bcHNQD	944	119	5	22	4	794	106	0	0	0
bcAVXI	933	148	5	28	1	751	141	0	0	0
bcFJHX	924	99	2	28	3	792	90	0	0	0
bcDBMR	913	127	5	36	1	744	124	0	0	0
bcGHKY	905	216	1	31	4	653	190	0	0	0
bcELCB	894	138	8	26	3	719	135	0	0	0
bcHBIG	887	154	6	29	0	698	132	0	0	0
bcGYRY	879	167	3	21	4	684	130	0	0	0
bcETXQ	871	124	4	28	0	715	116	0	0	0
bcCFUP	864	100	8	19	1	736	117	0	0	0
bcFJRL	857	156	4	39	0	658	134	0	0	0
bcDNWE	850	118	1	19	1	711	97	0	0	0
bcBEUX	843	108	0	25	0	710	103	0	0	0
bcCDQP	837	196	6	50	0	585	148	0	0	0
bcGDQL	830	94	1	18	0	717	84	0	0	0
bcGZOV	825	155	7	56	2	605	135	0	0	0
bcHRFE	818	113	3	24	0	678	102	0	0	0
bcBJZJ	812	132	5	21	1	653	128	0	0	0
bcFMMP	806	121	5	27	3	650	109	0	0	0
bcBTIM	800	120	3	34	3	640	110	0	0	0
bcDMFZ	795	119	6	26	0	644	112	0	0	0
bcFABU	789	116	4	20	3	646	108	0	0	0
bcHLUX	784	153	6	31	3	591	135	0	0	0
bcDHXF	778	113	3	20	0	642	103	0	0	0
bcHECG	773	116	3	23	2	629	104	0	0	0
bcDTVF	768	122	3	21	0	622	110	0	0	0
bcCWYG	762	127	5	55	3	572	121	0	0	0
bcFDBN	758	98	0	18	1	641	92	0	0	0
bcEYTA	753	107	2	29	0	615	96	0	0	0
bcCCJI	749	149	9	34	4	553	144	0	0	0
bcCWXM	744	144	4	29	0	567	138	0	0	0
bcGLYP	740	210	9	35	5	481	183	0	0	0
bcHGXY	736	157	4	27	3	545	146	0	0	0
bcBJCS	731	105	7	25	0	594	101	0	0	0
bcAION	727	107	6	23	1	590	97	0	0	0
bcGDTA	723	78	2	21	0	622	74	0	0	0
bcCXOH	718	117	5	27	1	568	118	0	0	0
bcGQUU	714	116	3	17	0	578	95	0	0	0
bcFISQ	710	80	2	27	3	598	79	0	0	0
bcHUZP	706	125	2	28	0	551	106	0	0	0
bcGMEW	702	86	2	12	0	602	84	0	0	0
bcFDBZ	697	93	3	20	2	579	87	0	0	0
bcHANX	694	90	3	16	0	585	89	0	0	0
bcHFFV	689	99	3	21	0	566	89	0	0	0
bcAYCZ	685	425	3	90	3	164	285	0	0	0
bcGDSO	682	113	3	24	3	539	103	0	0	0
bcCNOA	678	83	1	21	0	573	73	0	0	0
bcAPCB	674	141	4	29	1	499	121	0	0	0
bcHETY	669	82	3	23	2	559	71	0	0	0
bcDVJL	665	80	4	26	2	553	80	0	0	0
bcCLTA	661	63	1	16	2	579	63	0	0	0
bcEEJD	658	98	1	17	1	541	90	0	0	0
bcHCDB	655	73	3	18	3	558	63	0	0	0
bcDXLO	651	124	3	29	1	494	114	0	0	0
bcFMWU	647	121	4	27	2	493	119	0	0	0
bcGGGZ	643	80	2	17	1	543	77	0	0	0
bcAVCJ	640	115	7	28	0	490	108	0	0	0
bcGYZD	636	64	1	22	0	549	62	0	0	0
bcGGKE	633	101	2	26	1	503	97	0	0	0
bcHUUH	629	162	9	24	0	434	151	0	0	0
bcFQRU	626	79	0	29	2	516	68	0	0	0
bcBOBY	622	135	4	45	1	437	122	0	0	0
bcHXAL	618	87	5	17	1	508	84	0	0	0
bcFOTU	615	92	1	24	1	497	80	0	0	0
bcBSTW	612	281	19	105	5	202	313	0	0	0
bcAHXF	608	93	3	21	3	488	81	0	0	0
bcGDYK	604	92	4	21	0	487	82	0	0	0
bcAVAS	601	71	5	26	1	498	75	0	0	0
bcBQOP	597	86	4	22	2	483	78	0	0	0
bcAMQX	593	143	3	18	3	426	114	0	0	0
bcANPW	589	88	0	15	1	485	76	0	0	0
bcAFPV	586	152	1	31	0	402	126	0	0	0
bcHYFH	583	82	4	13	0	484	78	0	0	0
bcDYQQ	579	67	3	13	3	493	68	0	0	0
bcFKFE	576	105	3	29	1	438	97	0	0	0
bcEOWG	572	84	3	21	1	463	72	0	0	0
bcEHAF	569	111	2	21	3	432	107	0	0	0
bcGZLA	565	79	2	21	0	463	70	0	0	0
bcDKIH	561	101	2	12	1	445	100	0	0	0
bcIBWE	558	101	2	16	0	439	87	0	0	0
bcGHKV	555	70	1	7	0	477	62	0	0	0
bcAXNH	551	119	4	18	0	410	106	0	0	0
bcBMIP	548	77	2	16	3	450	71	0	0	0
bcFLSF	544	86	1	15	1	441	81	0	0	0
bcBBYR	541	88	2	22	0	429	81	0	0	0
bcCJAH	537	62	2	12	1	460	60	0	0	0
bcEOMQ	534	98	2	35	1	398	88	0	0	0
bcEIBF	530	48	4	11	1	466	46	0	0	0
bcHZMC	526	92	2	20	0	412	88	0	0	0
bcCMPF	523	95	0	23	2	403	86	0	0	0
bcIJFZ	519	73	2	19	0	425	63	0	0	0
bcAZCP	516	67	3	13	3	430	65	0	0	0
bcEPJQ	512	72	2	18	0	420	61	0	0	0
bcAETJ	508	86	5	29	2	386	87	0	0	0
bcDWNX	504	99	1	34	2	368	89	0	0	0
bcEISL	500	120	1	18	0	361	103	0	0	0
bcFXAE	497	87	5	16	3	386	78	0	0	0
bcEZJP	493	61	6	14	0	412	68	0	0	0
bcALFN	489	77	1	16	2	393	74	0	0	0
bcAHZX	485	101	1	13	3	367	87	0	0	0
bcHHCD	481	66	3	16	1	395	61	0	0	0
bcAEKN	477	61	2	8	0	406	59	0	0	0
bcGAIS	472	80	1	18	0	373	76	0	0	0
bcGBFO	468	64	2	8	0	394	64	0	0	0
bcDWKQ	464	85	3	14	1	361	78	0	0	0
bcCXVF	460	94	7	15	1	343	85	0	0	0
bcESTR	455	56	6	15	0	378	59	0	0	0
bcCRFD	450	60	2	11	0	377	57	0	0	0
bcENAG	446	45	1	14	0	386	44	0	0	0
bcCSSS	442	72	5	16	2	347	74	0	0	0
bcIDGS	438	96	2	14	1	325	71	0	0	0
bcAAEG	433	120	3	40	1	269	123	0	0	0
bcHUAP	429	41	1	11	1	375	42	0	0	0
bcDTDZ	424	90	1	18	0	315	65	0	0	0
bcAZKG	420	59	2	17	1	341	57	0	0	0
bcAXBS	415	81	3	15	0	316	82	0	0	0
bcBRIQ	410	71	1	13	1	324	58	0	0	0
bcFMWR	405	61	6	14	1	323	60	0	0	0
bcEGCZ	400	88	1	27	1	283	74	0	0	0
bcFVOV	395	67	3	13	1	311	64	0	0	0
bcCOMX	390	52	4	13	0	321	50	0	0	0
bcFIJI	384	52	1	24	0	307	49	0	0	0
bcCUTJ	379	64	2	16	1	296	60	0	0	0
bcIBVL	373	58	1	9	0	305	56	0	0	0
bcDVAB	368	48	0	11	1	308	46	0	0	0
bcERAD	362	49	4	9	0	300	46	0	0	0
bcHLHS	355	60	0	6	1	288	52	0	0	0
bcFAXD	349	83	4	14	0	248	75	0	0	0
bcFVLU	344	32	1	7	1	303	29	0	0	0
bcGDMQ	337	44	0	10	0	283	40	0	0	0
bcGHBK	331	48	0	17	3	263	43	0	0	0
bcEUER	324	82	0	21	0	221	65	0	0	0
bcBPVE	317	56	4	13	0	244	55	0	0	0
bcHWPL	310	78	2	9	1	220	62	0	0	0
bcFOEU	303	46	0	15	0	242	40	0	0	0
bcDIJS	295	60	0	14	0	221	49	0	0	0
bcGJMK	287	49	1	11	3	223	44	0	0	0
bcAYBX	280	78	2	11	0	189	62	0	0	0
bcBOEQ	273	45	2	10	0	216	42	0	0	0
bcHAWL	264	68	1	8	0	187	56	0	0	0
bcCYGF	256	24	0	4	0	228	20	0	0	0
bcCUCC	133311	86337	1782	18415	699	26078	99151	0	0	0
bcIBKC	39859	24870	484	6782	244	7479	24268	0	0	0
bcHDQB	29371	16464	328	2877	326	9376	16740	0	0	0
bcGEDS	23458	15001	271	2466	77	5643	13496	0	0	0
bcENAC	20028	4379	81	11453	447	3668	4281	0	0	0
bcBYVF	17620	10449	128	2855	106	4082	9615	0	0	0
bcHHSQ	15412	9175	103	1679	69	4386	8846	0	0	0
bcDATK	13851	8500	106	1579	116	3550	7301	0	0	0
bcEBZC	12497	7230	187	2125	49	2906	6751	0	0	0
bcECFI	11504	5594	99	3230	181	2400	5206	0	0	0
bcGCFV	10597	6485	89	1030	42	2951	5468	0	0	0
bcGEXN	9786	6214	70	1196	26	2280	5502	0	0	0
bcDSOY	9083	5792	63	1143	100	1985	4880	0	0	0
bcFBRZ	8358	5393	61	1032	76	1796	4702	0	0	0
bcHQEM	7699	4657	71	884	83	2004	3694	0	0	0
bcAIOJ	7070	3985	102	821	23	2139	3519	0	0	0
bcFFBI	6542	4024	52	482	13	1971	3353	0	0	0
bcCYUF	5958	3352	46	697	35	1828	2682	0	0	0
bcFGIP	5363	3267	40	711	53	1292	2744	0	0	0
bcHGSV	4844	2842	40	558	21	1383	2022	0	0	0
bcHHSR	4208	2791	22	481	11	903	2151	0	0	0
bcDYHV	3462	2150	29	439	12	832	1775	0	0	0
bcGVAY	2891	1834	22	313	2	720	1315	0	0	0
bcDJUU	2416	1537	26	290	10	553	1235	0	0	0
bcBBIT	2118	1493	23	181	8	413	1294	0	0	0
bcFQWT	1940	257	5	48	2	1628	238	0	0	0
bcHUHV	1807	224	10	55	4	1514	233	0	0	0
bcDRPZ	1703	230	6	56	1	1410	222	0	0	0
bcAVVC	1622	803	12	96	19	692	618	0	0	0
bcIHOP	1557	259	7	56	2	1233	226	0	0	0
bcHMRB	1488	227	6	47	3	1205	194	0	0	0
bcHTQU	1444	217	8	64	3	1152	207	0	0	0
bcDMAU	1401	191	10	39	3	1158	183	0	0	0
bcFDOO	1361	182	6	42	3	1128	175	0	0	0
bcHIYL	1328	183	8	25	1	1111	202	0	0	0
bcBGHG	1295	191	9	42	4	1049	176	0	0	0
bcBSCR	1263	260	4	92	5	902	211	0	0	0
bcAABR	1236	364	15	83	4	770	399	0	0	0
bcIIZS	1207	262	3	34	0	908	221	0	0	0
bcHFLF	1182	157	7	31	6	981	151	0	0	0
bcFGYQ	1159	178	4	39	4	934	173	0	0	0
bcGEXM	1139	215	8	42	17	857	186	0	0	0
bcEZFC	1120	226	4	33	3	854	181	0	0	0
bcIELG	1099	387	9	55	2	646	303	0	0	0
bcFCEC	1081	116	3	27	0	935	117	0	0	0
bcCIJH	1064	137	3	32	4	888	126	0	0	0
bcAHBJ	1048	178	12	53	1	804	178	0	0	0
bcCJIK	1031	252	6	40	1	732	194	0	0	0
bcGCYO	1016	157	5	35	0	819	147	0	0	0
bcEOZD	1003	193	9	34	2	765	195	0	0	0
bcFYLO	988	173	3	15	0	797	158	0	0	0
bcGJAE	976	202	1	32	1	740	165	0	0	0
bcEATQ	965	122	3	29	2	809	116	0	0	0
bcDHDN	954	165	4	32	1	752	154	0	0	0
bcHFXM	944	145	5	27	0	767	135	0	0	0
bcCHMZ	933	156	5	31	0	741	151	0	0	0
bcHDYE	923	224	2	34	3	660	223	0	0	0
bcGRXN	913	117	3	39	0	754	114	0	0	0
bcBSEO	905	88	6	35	0	776	88	0	0	0
bcEYKK	894	99	6	25	1	763	99	0	0	0
bcHGEZ	887	129	1	21	1	735	119	0	0	0
bcHDVJ	880	118	3	26	2	731	114	0	0	0
bcBBKV	871	118	3	28	1	721	112	0	0	0
bcCPPL	864	117	3	23	1	720	104	0	0	0
bcAHUA	857	204	2	22	4	625	151	0	0	0
bcEYWJ	850	139	6	21	1	683	131	0	0	0
bcHZZD	843	116	9	24	1	693	112	0	0	0
bcHUYI	836	116	2	22	3	693	105	0	0	0
bcGKNL	830	145	8	38	1	638	145	0	0	0
bcBAND	825	90	4	38	0	693	88	0	0	0
bcBRNJ	818	129	4	28	2	655	118	0	0	0
bcBEKO	812	129	2	22	0	659	115	0	0	0
bcAPPL	806	104	2	24	0	676	97	0	0	0
bcEHPH	800	93	2	25	4	676	81	0	0	0
bcGRMO	794	106	1	31	4	652	98	0	0	0
bcCTHZ	789	122	4	37	0	626	111	0	0	0
bcCCKM	784	91	1	27	4	661	90	0	0	0
bcBLQZ	778	111	3	27	1	636	100	0	0	0
bcBKPV	773	114	2	26	1	630	112	0	0	0
bcFDYN	768	116	4	28	5	615	114	0	0	0
bcDIKN	762	98	1	24	1	638	88	0	0	0
bcGQCP	758	98	2	22	3	633	92	0	0	0
bcDBNS	753	174	1	38	2	538	170	0	0	0
bcCUFI	749	109	3	24	3	610	102	0	0	0
bcBCEB	744	99	4	27	1	613	92	0	0	0
bcGYPK	740	132	4	37	2	565	124	0	0	0
bcFQLQ	736	398	2	93	1	242	291	0	0	0
bcCKHK	731	87	3	23	1	617	86	0	0	0
bcFZGD	727	93	4	31	2	597	90	0	0	0
bcBPEK	723	124	1	32	0	566	110	0	0	0
bcEYCF	718	121	4	25	0	568	113	0	0	0
bcGSDS	714	96	0	19	2	597	89	0	0	0
bcGLIG	710	107	1	31	0	571	104	0	0	0
bcDQTF	706	109	3	27	2	565	96	0	0	0
bcGCQE	702	96	2	16	0	588	91	0	0	0
bcAYVG	697	87	1	27	0	582	83	0	0	0
bcALLQ	694	101	4	26	5	558	100	0	0	0
bcFJIY	689	104	1	17	2	565	83	0	0	0
bcGLUI	685	92	8	19	1	565	98	0	0	0
bcFQOZ	682	105	5	21	1	550	103	0	0	0
bcFTYI	678	128	2	43	2	503	123	0	0	0
bcGRAA	674	113	6	17	1	537	118	0	0	0
bcDIDB	669	65	5	18	1	580	66	0	0	0
bcEFTK	665	74	0	26	1	564	68	0	0	0
bcCDJL	661	79	1	15	2	564	77	0	0	0
bcBIGG	658	100	1	25	2	530	85	0	0	0
bcGJQY	654	134	2	17	0	501	110	0	0	0
bcFVMV	651	91	1	29	1	529	80	0	0	0
bcABFG	647	91	3	19	0	534	86	0	0	0
bcDCAT	643	115	7	17	2	502	110	0	0	0
bcDAEI	640	118	1	27	1	493	113	0	0	0
bcDSLS	636	80	4	20	2	530	77	0	0	0
bcAZWN	633	96	4	11	1	521	90	0	0	0
bcBEVL	629	85	3	30	2	509	81	0	0	0
bcGBTA	626	183	3	24	0	416	149	0	0	0
bcBINR	622	69	3	23	1	526	66	0	0	0
bcEOQR	618	90	4	22	2	500	88	0	0	0
bcCTYB	615	75	2	28	3	507	72	0	0	0
bcBUHF	612	90	3	23	0	496	89	0	0	0
bcEXXO	608	93	3	22	1	489	80	0	0	0
bcDNGY	604	92	3	23	3	483	89	0	0	0
bcANDI	601	90	7	25	0	479	80	0	0	0
bcAIDS	597	104	5	13	2	473	97	0	0	0
bcIBLF	593	91	1	20	1	480	83	0	0	0
bcFYRZ	589	91	2	22	1	473	88	0	0	0
bcFGZC	586	322	6	65	2	191	234	0	0	0
bcEIFI	583	79	1	22	2	479	75	0	0	0
bcARJN	579	193	9	37	1	339	143	0	0	0
bcGIMW	576	77	4	16	2	477	69	0	0	0
bcFXZA	572	92	2	17	0	461	81	0	0	0
bcDGEL	569	119	1	20	1	428	102	0	0	0
bcBCYW	565	74	6	17	1	467	72	0	0	0
bcAVID	561	72	0	26	2	461	67	0	0	0
bcBMFP	558	73	2	23	1	459	72	0	0	0
bcGQRF	555	64	6	21	1	463	66	0	0	0
bcGORL	551	72	5	15	2	457	72	0	0	0
bcEQAU	548	87	1	12	2	446	83	0	0	0
bcALHT	544	102	1	12	2	427	75	0	0	0
bcCYZA	541	147	1	20	0	373	111	0	0	0
bcCPKH	537	76	3	15	0	443	67	0	0	0
bcCQED	534	86	2	20	2	424	89	0	0	0
bcDQZL	530	79	2	13	1	435	69	0	0	0
bcASWS	526	82	1	16	1	426	78	0	0	0
bcEXRL	523	67	4	21	1	430	65	0	0	0
bcANKR	519	107	3	25	2	382	100	0	0	0
bcGKGZ	516	121	1	30	3	361	93	0	0	0
bcFDZR	512	86	2	17	0	407	75	0	0	0
bcCEBJ	508	98	2	20	0	388	87	0	0	0
bcDKFZ	504	160	2	38	0	304	139	0	0	0
bcESKU	500	75	1	13	0	411	64	0	0	0
bcCESL	497	81	4	9	0	403	80	0	0	0
bcGLSY	493	74	3	18	1	397	75	0	0	0
bcAAMM	489	137	4	41	3	304	135	0	0	0
bcDPCN	485	93	1	9	0	382	86	0	0	0
bcFHPJ	481	69	0	15	1	396	65	0	0	0
bcHCJR	478	83	1	27	3	364	72	0	0	0
bcAAXF	472	67	2	18	1	384	58	0	0	0
bcFDBX	468	83	3	16	0	366	79	0	0	0
bcHTYK	464	55	3	10	0	396	54	0	0	0
bcBBOS	460	73	2	16	0	369	72	0	0	0
bcFKHC	455	66	1	14	0	374	62	0	0	0
bcEEUO	450	66	0	13	1	370	57	0	0	0
bcFVWH	446	49	2	14	0	381	47	0	0	0
bcCPFZ	442	63	2	14	1	362	63	0	0	0
bcAAEI	438	184	2	47	4	201	191	0	0	0
bcICCS	433	69	2	18	1	343	62	0	0	0
bcDIYJ	429	84	4	20	2	319	67	0	0	0
bcFFOZ	424	77	5	15	0	327	74	0	0	0
bcBRGK	420	87	4	11	0	318	72	0	0	0
bcDGDR	415	55	2	13	0	345	55	0	0	0
bcFLZA	410	62	2	15	1	330	54	0	0	0
bcFGCU	405	76	2	18	2	307	73	0	0	0
bcBARU	400	66	3	23	3	305	62	0	0	0
bcFFBS	395	83	2	17	2	291	79	0	0	0
bcIATN	390	56	1	10	1	322	50	0	0	0
bcAAHQ	384	90	2	20	3	269	92	0	0	0
bcIEOY	379	66	1	17	0	295	67	0	0	0
bcGOJL	373	82	3	14	0	274	73	0	0	0
bcHCSK	368	72	0	12	0	284	64	0	0	0
bcFJVG	362	122	2	20	1	217	130	0	0	0
bcFQJC	355	105	5	45	4	196	91	0	0	0
bcFCTE	349	38	0	16	0	295	33	0	0	0
bcAAGC	344	148	5	36	3	152	154	0	0	0
bcENVD	337	38	2	13	0	284	37	0	0	0
bcBTZY	331	52	1	14	0	264	51	0	0	0
bcFSCT	324	73	1	20	0	230	62	0	0	0
bcBMNS	317	72	0	23	2	220	67	0	0	0
bcGKBV	310	61	3	16	3	227	55	0	0	0
bcBBEK	303	43	4	11	2	243	46	0	0	0
bcFOAK	295	65	1	12	2	215	58	0	0	0
bcGNUY	287	49	1	17	1	219	44	0	0	0
bcGXWT	280	47	1	7	1	224	46	0	0	0
bcBDCO	273	47	2	5	1	218	39	0	0	0
bcDEWL	264	35	1	8	0	220	35	0	0	0
bcFGAA	256	76	0	24	2	154	71	0	0	0
bcHDRV	122541	75880	1665	18350	889	25757	81821	0	0	0
bcENRE	39808	23410	518	5436	201	10243	25257	0	0	0
bcAOZP	29352	15806	271	2822	444	10009	15645	0	0	0
bcANHZ	23440	13641	314	3172	120	6193	14367	0	0	0
bcAALY	20027	6814	88	8199	316	4610	7020	0	0	0
bcFKUJ	17610	9841	308	3384	141	3936	8396	0	0	0
bcHCYA	15409	9607	103	1870	48	3781	8648	0	0	0
bcCTPR	13844	9266	109	1314	44	3111	8360	0	0	0
bcDZEY	12496	5911	78	798	97	5612	5676	0	0	0
bcBDLQ	11491	3464	49	4990	212	2776	3154	0	0	0
bcBNYX	10583	6349	80	1344	130	2680	5526	0	0	0
bcHMJM	9784	5747	133	1503	48	2353	4308	0	0	0
bcEYTN	9082	5764	123	1252	21	1922	4524	0	0	0
bcDQZI	8357	5201	64	1060	111	1921	4467	0	0	0
bcBCGJ	7695	4530	49	902	24	2190	3714	0	0	0
bcCUAQ	7068	4462	77	735	14	1780	3549	0	0	0
bcHYBQ	6541	4145	51	726	38	1581	3680	0	0	0
bcGPGX	5953	1213	25	2858	115	1742	1030	0	0	0
bcBBTR	5360	3045	57	800	146	1312	2902	0	0	0
bcBEWP	4841	2666	32	403	24	1716	2067	0	0	0
bcHLKW	4197	2560	52	413	46	1126	2364	0	0	0
bcGNZD	3462	916	24	187	101	2234	733	0	0	0
bcFIKY	2890	1876	26	319	10	659	1435	0	0	0
bcGMBL	2416	242	6	30	1	2137	240	0	0	0
bcEIVM	2117	459	9	86	5	1558	357	0	0	0
bcAWJE	1940	261	12	89	6	1572	243	0	0	0
bcESGD	1807	245	6	46	4	1506	217	0	0	0
bcHWAD	1702	414	16	58	6	1208	342	0	0	0
bcBDED	1622	285	10	59	3	1265	252	0	0	0
bcERBN	1557	664	21	123	5	744	481	0	0	0
bcCEBG	1488	522	9	99	5	853	381	0	0	0
bcCOGV	1444	185	13	45	4	1197	189	0	0	0
bcFWJY	1401	219	1	40	5	1136	197	0	0	0
bcHITE	1361	514	7	51	13	776	386	0	0	0
bcCMLX	1328	195	10	38	2	1083	181	0	0	0
bcGAYC	1295	262	10	74	7	942	234	0	0	0
bcHUHS	1263	293	9	66	9	886	240	0	0	0
bcDSRE	1236	231	14	34	2	955	209	0	0	0
bcFFOY	1207	206	0	44	5	952	174	0	0	0
bcDSMY	1182	147	1	37	3	994	129	0	0	0
bcIGKH	1159	163	7	34	3	952	154	0	0	0
bcAZBV	1139	129	9	21	4	976	149	0	0	0
bcENOQ	1119	147	6	32	2	932	143	0	0	0
bcFPBS	1098	337	5	45	4	707	252	0	0	0
bcHGJJ	1081	171	6	31	6	867	150	0	0	0
bcBLZV	1064	136	3	39	4	882	125	0	0	0
bcGNPG	1048	167	5	22	3	851	156	0	0	0
bcDEYN	1031	198	4	39	2	788	173	0	0	0
bcGOEY	1016	158	2	34	2	820	146	0	0	0
bcDABW	1003	131	6	25	3	838	130	0	0	0
bcHJPI	988	120	3	22	1	842	109	0	0	0
bcFSXK	976	110	9	26	0	831	116	0	0	0
bcADQM	965	515	7	52	1	390	417	0	0	0
bcANIZ	954	108	4	26	2	814	107	0	0	0
bcEAEX	944	148	2	41	3	750	118	0	0	0
bcCJCS	933	124	6	22	1	780	126	0	0	0
bcCLMN	923	124	2	81	3	713	117	0	0	0
bcFOBF	913	110	4	23	2	774	107	0	0	0
bcDBNC	905	111	3	24	1	766	105	0	0	0
bcDAPM	894	139	4	46	2	703	124	0	0	0
bcAHAI	887	145	8	48	2	684	140	0	0	0
bcGCWI	879	111	4	24	0	740	110	0	0	0
bcHDPG	871	133	6	25	3	704	115	0	0	0
bcGIEB	864	119	4	28	1	712	111	0	0	0
bcCLNH	857	119	3	23	5	707	115	0	0	0
bcCKQP	850	120	1	22	0	707	109	0	0	0
bcIHVD	843	107	3	35	1	697	99	0	0	0
bcAHUB	836	114	2	22	2	696	99	0	0	0
bcGQGA	830	105	5	25	1	694	103	0	0	0
bcIHMM	825	119	4	29	0	673	113	0	0	0
bcFONK	818	117	4	39	0	658	105	0	0	0
bcGUUZ	812	83	5	28	1	695	83	0	0	0
bcCDBV	806	142	4	35	4	621	138	0	0	0
bcFBJS	800	122	3	24	1	650	109	0	0	0
bcFMQI	794	129	4	29	1	631	124	0	0	0
bcGYTX	789	135	1	24	1	628	118	0	0	0
bcFSCH	784	84	5	25	3	667	82	0	0	0
bcDLGO	778	98	2	25	0	653	91	0	0	0
bcEJHN	773	68	2	18	3	682	59	0	0	0
bcETQD	768	90	3	25	1	649	82	0	0	0
bcGOLB	762	100	7	29	0	626	101	0	0	0
bcCPCP	758	106	2	26	2	622	92	0	0	0
bcCXHP	753	116	4	20	0	613	110	0	0	0
bcICYK	749	79	1	22	2	645	74	0	0	0
bcFBSF	744	107	7	33	1	596	99	0	0	0
bcHZKA	740	99	2	20	1	618	90	0	0	0
bcEEMW	736	127	7	41	2	559	117	0	0	0
bcFUHO	731	168	1	25	1	536	133	0	0	0
bcGJYL	727	92	3	19	2	611	85	0	0	0
bcDFKD	723	113	2	23	0	585	103	0	0	0
bcCZGZ	718	131	2	26	1	558	123	0	0	0
bcFOCA	714	80	4	16	0	614	73	0	0	0
bcFKFC	710	116	8	28	0	558	117	0	0	0
bcEYAX	706	84	6	22	2	592	88	0	0	0
bcECEG	702	126	1	31	0	544	116	0	0	0
bcFDXU	697	93	3	17	1	583	89	0	0	0
bcFLIY	694	134	3	32	2	523	127	0	0	0
bcHYOO	689	94	4	24	0	567	89	0	0	0
bcGENW	685	106	3	19	4	553	107	0	0	0
bcIHKC	682	95	1	13	4	569	77	0	0	0
bcCQFW	678	69	2	23	1	583	65	0	0	0
bcHXLL	674	99	3	23	1	548	94	0	0	0
bcBZSE	669	84	2	21	0	562	79	0	0	0
bcHOCZ	665	53	3	8	1	600	56	0	0	0
bcHQQS	661	143	4	13	1	500	120	0	0	0
bcEUZT	658	85	4	26	1	542	83	0	0	0
