Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcCKEH	1379	273	5	50	2	1049	202	0	0	0
bcAPAA	1340	130	6	23	3	1178	128	0	0	0
bcGJUR	1308	450	12	43	18	785	380	0	0	0
bcDNND	1274	177	4	40	2	1051	167	0	0	0
bcHTPR	1245	172	7	36	2	1028	161	0	0	0
bcEJAQ	1219	174	5	33	0	1007	164	0	0	0
bcHKXZ	1191	187	7	39	0	958	174	0	0	0
bcEEDB	1168	243	12	52	3	858	211	0	0	0
bcDFBK	1148	170	5	51	2	920	151	0	0	0
bcFUCJ	1127	179	4	29	6	909	164	0	0	0
bcENVX	1107	146	6	30	0	925	138	0	0	0
bcACWZ	1088	178	3	38	2	867	168	0	0	0
bcDDXV	1072	130	4	40	5	893	128	0	0	0
bcDPUS	1054	175	9	39	6	825	162	0	0	0
bcHEDT	1037	174	1	33	2	827	157	0	0	0
bcAPMN	1022	151	7	38	1	825	131	0	0	0
bcAVGT	1008	155	8	48	2	795	148	0	0	0
bcGHZU	995	170	1	39	1	784	142	0	0	0
bcBYEX	982	123	6	25	0	828	119	0	0	0
bcAABF	969	215	9	68	6	671	231	0	0	0
bcBZQU	958	111	4	26	3	814	110	0	0	0
bcAYBG	948	134	5	37	2	770	128	0	0	0
bcCYEY	938	121	6	25	1	785	121	0	0	0
bcHINM	928	145	5	26	4	748	144	0	0	0
bcIFYN	917	117	1	32	1	766	103	0	0	0
bcBFWI	908	158	8	39	0	703	148	0	0	0
bcCSLB	898	194	5	42	4	653	160	0	0	0
bcIBUC	890	156	2	33	2	697	135	0	0	0
bcCFTM	882	206	3	30	3	640	180	0	0	0
bcCQHD	874	192	5	44	1	632	174	0	0	0
bcHMDT	867	115	5	28	0	719	107	0	0	0
bcAYZA	860	122	7	26	0	705	111	0	0	0
bcFWID	852	99	2	20	0	731	114	0	0	0
bcFAKD	846	117	8	23	0	698	117	0	0	0
bcAGXA	839	139	4	38	2	656	133	0	0	0
bcESUR	833	89	4	19	3	718	89	0	0	0
bcGAID	827	234	6	43	0	544	188	0	0	0
bcDOWJ	822	88	6	23	1	704	88	0	0	0
bcECSW	815	161	9	41	0	604	158	0	0	0
bcBKWT	808	110	9	24	3	662	114	0	0	0
bcDMXQ	803	149	2	25	4	623	118	0	0	0
bcEYZE	797	102	4	27	1	663	104	0	0	0
bcENGF	791	92	2	28	5	664	84	0	0	0
bcDQSA	786	426	8	78	2	272	322	0	0	0
bcEYYD	781	136	2	46	2	595	125	0	0	0
bcAJXY	775	132	10	17	0	616	135	0	0	0
bcHQRO	770	92	1	26	2	649	82	0	0	0
bcIFCM	764	130	5	36	2	591	121	0	0	0
bcDQOM	760	103	5	32	1	619	98	0	0	0
bcABGJ	755	140	5	34	1	575	144	0	0	0
bcDNEW	751	112	5	35	2	597	110	0	0	0
bcDMTF	746	105	5	27	1	608	110	0	0	0
bcFWME	741	104	3	23	2	609	98	0	0	0
bcBSLK	737	120	6	27	0	584	119	0	0	0
bcGOHO	733	121	2	14	1	595	113	0	0	0
bcEJUN	729	92	2	22	0	613	84	0	0	0
bcHXOA	724	206	6	37	1	474	173	0	0	0
bcBLFJ	720	80	2	30	1	607	81	0	0	0
bcDPSW	716	124	4	20	2	566	108	0	0	0
bcEMCG	711	137	5	34	3	532	118	0	0	0
bcASQU	707	122	2	15	1	567	104	0	0	0
bcCVFE	704	114	3	26	1	560	107	0	0	0
bcBURY	699	67	3	17	3	609	65	0	0	0
bcGZLD	695	111	1	30	2	551	90	0	0	0
bcHKVN	691	105	1	29	1	555	97	0	0	0
bcBXNN	687	87	5	24	0	571	89	0	0	0
bcGCDF	683	86	5	25	0	567	91	0	0	0
bcFWDU	679	97	3	13	0	566	93	0	0	0
bcBAHY	675	97	3	36	0	539	91	0	0	0
bcFGZK	671	333	3	67	3	265	327	0	0	0
bcABJL	667	74	2	11	2	578	70	0	0	0
bcFVKF	663	97	4	31	2	529	95	0	0	0
bcCWAH	659	80	4	13	4	558	71	0	0	0
bcCIVU	656	82	5	22	0	547	78	0	0	0
bcEPHO	652	165	4	21	1	461	159	0	0	0
bcHYQB	649	126	3	19	0	501	102	0	0	0
bcDOYK	645	110	3	29	0	503	103	0	0	0
bcEREJ	641	93	4	16	0	528	89	0	0	0
bcGPWT	638	125	0	18	1	494	108	0	0	0
bcFVSE	634	94	0	23	3	514	88	0	0	0
bcCJXS	632	95	9	20	2	506	103	0	0	0
bcDFLS	627	76	1	32	1	517	66	0	0	0
bcGDVO	623	107	2	24	1	489	92	0	0	0
bcAPND	620	98	5	17	1	499	90	0	0	0
bcHTPM	616	86	6	15	3	506	85	0	0	0
bcFWBY	613	121	3	11	0	478	105	0	0	0
bcAUYO	610	106	4	27	4	469	109	0	0	0
bcEOKG	606	89	2	14	3	498	83	0	0	0
bcCMUQ	602	91	3	18	4	486	79	0	0	0
bcAHND	598	89	3	16	1	489	80	0	0	0
bcESMT	595	84	1	12	0	498	72	0	0	0
bcFNPB	591	73	3	19	2	494	71	0	0	0
bcBOUN	587	91	2	21	1	472	71	0	0	0
bcAWWY	584	77	1	16	0	490	74	0	0	0
bcDWUA	581	69	5	18	0	489	66	0	0	0
bcHPCV	577	89	2	21	1	464	84	0	0	0
bcHKST	574	98	6	28	4	438	90	0	0	0
bcGJOM	570	69	3	11	0	487	71	0	0	0
bcARXS	566	79	5	12	3	467	77	0	0	0
bcHSBD	563	59	1	13	1	489	58	0	0	0
bcAMQA	559	85	1	15	0	458	79	0	0	0
bcFGRW	556	101	3	15	0	437	86	0	0	0
bcFZXH	553	67	1	15	1	469	61	0	0	0
bcBQXB	549	69	3	17	1	459	66	0	0	0
bcFKGD	546	50	4	28	2	462	50	0	0	0
bcDRFY	542	90	2	14	0	436	78	0	0	0
bcGMCG	539	85	3	15	1	435	85	0	0	0
bcHCXL	535	86	2	19	1	427	80	0	0	0
bcENHD	531	120	3	27	2	379	117	0	0	0
bcBKFO	528	77	3	13	3	432	78	0	0	0
bcIBQY	524	63	1	22	2	436	60	0	0	0
bcBLBO	521	71	2	16	0	432	66	0	0	0
bcENDH	517	88	1	18	1	409	77	0	0	0
bcBLNC	513	63	0	22	2	426	60	0	0	0
bcFERW	510	61	1	11	0	437	62	0	0	0
bcGPZC	506	78	1	24	2	401	74	0	0	0
bcCSCI	502	78	3	15	1	405	72	0	0	0
bcCRVN	498	86	2	16	0	394	81	0	0	0
bcAZKL	494	111	1	23	3	356	105	0	0	0
bcBUOK	490	64	0	19	3	404	60	0	0	0
bcIFEW	487	62	4	12	0	409	55	0	0	0
bcDWCM	482	73	0	16	0	393	68	0	0	0
bcFEKP	478	81	3	29	0	365	81	0	0	0
bcFFIG	474	47	3	12	1	411	50	0	0	0
bcANGS	470	61	4	19	0	386	61	0	0	0
bcGIKE	466	73	1	19	0	373	66	0	0	0
bcBHNT	461	72	2	15	0	372	67	0	0	0
bcHHFW	457	48	1	17	1	390	47	0	0	0
bcECUC	452	60	1	10	0	381	58	0	0	0
bcCQCD	448	79	3	22	0	344	73	0	0	0
bcFUXF	443	66	3	17	0	357	60	0	0	0
bcFAQS	439	76	4	16	0	343	73	0	0	0
bcCLHL	435	72	5	17	0	341	71	0	0	0
bcEFKX	430	61	1	11	0	357	53	0	0	0
bcBDEO	426	67	4	19	1	335	68	0	0	0
bcAILS	421	63	1	16	2	339	52	0	0	0
bcFJAB	417	60	0	12	1	344	53	0	0	0
bcEFKH	412	76	3	12	0	321	67	0	0	0
bcGTRB	407	57	3	16	0	331	49	0	0	0
bcFEKX	402	87	4	18	0	293	84	0	0	0
bcCSWD	397	71	2	15	1	308	67	0	0	0
bcAIPZ	392	66	1	16	1	308	62	0	0	0
bcHYMC	387	82	2	15	2	286	68	0	0	0
bcFLHO	381	135	4	32	0	210	115	0	0	0
bcEHAU	375	61	0	17	0	297	58	0	0	0
bcESIT	370	99	2	19	0	250	98	0	0	0
bcBDAT	364	74	3	16	0	271	74	0	0	0
bcCHQF	359	88	3	18	0	250	82	0	0	0
bcEVIF	352	53	2	12	0	285	51	0	0	0
bcFUYZ	346	83	0	17	0	246	58	0	0	0
bcBPMT	340	69	2	18	4	247	65	0	0	0
bcFBIU	334	87	4	16	7	220	80	0	0	0
bcHCLR	327	47	1	10	1	268	42	0	0	0
bcFRMX	320	77	1	24	2	216	64	0	0	0
bcDBWJ	313	64	3	14	0	232	62	0	0	0
bcHLIF	306	52	4	11	1	238	53	0	0	0
bcFKSQ	299	40	1	5	2	251	36	0	0	0
bcFLYB	291	48	1	12	1	229	44	0	0	0
bcFTMZ	283	47	1	9	1	225	46	0	0	0
bcASYY	276	38	1	7	0	230	40	0	0	0
bcDVZX	267	41	0	6	0	220	32	0	0	0
bcHMMX	260	57	0	10	2	191	51	0	0	0
bcHYEX	252	102	6	41	4	99	107	0	0	0
bcDIDT	47144	28047	440	5584	541	12532	27517	0	0	0
bcAPRJ	32727	20877	370	3575	118	7787	19995	0	0	0
bcHIXR	25497	14290	227	2364	354	8262	13621	0	0	0
bcEDIG	21312	13617	193	2564	149	4789	13358	0	0	0
bcGGVC	18480	11265	145	2184	217	4669	10796	0	0	0
bcAGBO	16266	7744	80	4496	168	3778	6930	0	0	0
bcBLYP	14414	9117	123	1068	58	4048	7585	0	0	0
bcGYDV	13016	7512	101	1401	39	3963	6234	0	0	0
bcCKJB	11868	6298	126	1753	80	3611	5363	0	0	0
bcBIPN	10945	6871	76	1234	163	2601	6179	0	0	0
bcDTVC	10160	6078	90	1216	30	2746	4912	0	0	0
bcFJRF	9309	2644	40	4100	161	2364	2421	0	0	0
bcFHHG	8673	5533	69	1053	36	1982	4360	0	0	0
bcFDBI	8001	4745	60	873	36	2287	3911	0	0	0
bcAGFZ	7328	3101	56	2208	100	1863	2644	0	0	0
bcDFED	6756	3874	48	765	26	2043	3166	0	0	0
bcHJVS	6195	3833	45	560	38	1719	3114	0	0	0
bcHLUQ	5617	3641	42	755	12	1167	2746	0	0	0
bcHOHM	5081	3210	31	474	21	1345	2485	0	0	0
bcAROM	4443	2801	27	536	15	1064	2223	0	0	0
bcAIQK	3732	2215	20	475	10	1012	1908	0	0	0
bcDBUT	3117	1536	25	277	33	1246	1251	0	0	0
bcHSOD	2598	806	15	86	11	1680	617	0	0	0
bcIEHD	2234	991	17	85	28	1113	727	0	0	0
bcBHRU	2004	232	9	63	3	1697	226	0	0	0
bcGUWA	1857	215	8	51	4	1579	209	0	0	0
bcGBAI	1744	604	9	37	3	1091	447	0	0	0
bcGCIN	1653	207	5	48	2	1391	195	0	0	0
bcCZER	1584	193	8	40	1	1342	188	0	0	0
bcHSJR	1515	233	6	41	3	1232	201	0	0	0
bcECZO	1462	201	9	28	2	1222	176	0	0	0
bcCZHP	1419	208	5	35	4	1167	180	0	0	0
bcCYSH	1379	140	7	28	2	1202	137	0	0	0
bcAWZE	1340	172	4	37	5	1122	157	0	0	0
bcBIQS	1308	175	4	41	4	1084	157	0	0	0
bcIJYB	1274	144	3	31	2	1094	135	0	0	0
bcIFXX	1245	221	8	43	3	970	195	0	0	0
bcCVPD	1219	138	4	29	2	1046	131	0	0	0
bcBJDM	1191	170	6	51	4	960	161	0	0	0
bcCVTZ	1168	192	7	33	3	933	179	0	0	0
bcAYRX	1148	161	10	42	1	934	159	0	0	0
bcCKVM	1127	159	7	31	0	930	151	0	0	0
bcGZCM	1107	274	4	39	3	787	204	0	0	0
bcHFEQ	1088	147	4	39	2	896	130	0	0	0
bcIHLF	1072	191	5	28	1	847	162	0	0	0
bcAHPV	1054	230	4	29	3	788	178	0	0	0
bcGEKE	1037	147	7	26	2	855	140	0	0	0
bcDXWX	1022	145	8	31	1	837	145	0	0	0
bcCXBC	1008	101	6	26	0	875	99	0	0	0
bcHMHE	995	157	7	30	4	797	146	0	0	0
bcEBNM	982	596	13	113	2	258	464	0	0	0
bcBFPL	969	89	6	24	1	849	87	0	0	0
bcHDPE	958	136	7	36	1	778	127	0	0	0
bcAPPE	948	99	4	20	2	823	99	0	0	0
bcBVZX	938	164	5	30	0	739	148	0	0	0
bcFPQY	927	171	7	35	2	712	161	0	0	0
bcGJAP	917	98	10	28	1	780	97	0	0	0
bcFVFZ	908	126	1	29	2	750	116	0	0	0
bcBCYG	898	113	9	31	2	743	111	0	0	0
bcBKET	890	164	6	21	0	699	139	0	0	0
bcGYPS	882	128	2	34	4	714	111	0	0	0
bcICYO	874	169	6	37	5	657	155	0	0	0
bcHGVD	867	146	2	24	3	692	131	0	0	0
bcCNXG	860	187	2	33	3	635	175	0	0	0
bcHLAH	852	144	5	19	2	682	129	0	0	0
bcEMWT	846	90	2	28	2	724	86	0	0	0
bcHRER	839	95	0	19	1	724	79	0	0	0
bcAMJZ	833	118	3	27	2	683	115	0	0	0
bcDNKC	828	107	3	25	2	691	102	0	0	0
bcGYWR	822	141	4	29	6	642	136	0	0	0
bcHQNK	815	100	4	31	0	680	92	0	0	0
bcGBHK	808	101	3	30	0	674	100	0	0	0
bcGLNS	803	133	2	32	1	635	124	0	0	0
bcFNCX	797	109	4	30	0	654	105	0	0	0
bcEPQN	791	123	3	40	0	625	109	0	0	0
bcCYYT	786	86	3	24	2	671	83	0	0	0
bcBMWP	781	134	4	39	3	601	127	0	0	0
bcGHUP	775	105	1	25	0	644	99	0	0	0
bcHXCT	770	134	1	15	0	620	115	0	0	0
bcGZKU	764	103	4	16	1	640	104	0	0	0
bcEZHZ	760	93	4	28	1	634	83	0	0	0
bcEMZY	755	95	3	21	0	636	87	0	0	0
bcBLNI	751	107	3	28	2	611	102	0	0	0
bcHQGQ	746	82	7	15	1	641	81	0	0	0
bcIFPD	741	85	9	25	0	622	86	0	0	0
bcGRVK	737	217	6	28	4	482	211	0	0	0
bcETPW	733	117	4	28	3	581	107	0	0	0
bcEVUJ	729	100	3	43	1	582	100	0	0	0
bcAHFZ	724	112	4	29	2	577	116	0	0	0
bcGCTV	720	138	3	31	2	546	118	0	0	0
bcAWJM	716	254	7	62	1	392	188	0	0	0
bcBOZT	711	95	2	18	0	596	91	0	0	0
bcGVQL	707	102	2	27	3	573	90	0	0	0
bcIBMY	704	109	2	24	1	568	96	0	0	0
bcFYOH	699	93	3	20	1	582	88	0	0	0
bcCUAK	695	119	7	26	2	541	100	0	0	0
bcBEWD	691	120	3	33	0	535	105	0	0	0
bcAVXJ	687	81	4	16	0	586	77	0	0	0
bcFULU	683	137	4	20	0	522	130	0	0	0
bcIHVR	679	92	3	37	1	546	73	0	0	0
bcFEOV	675	162	6	46	4	457	171	0	0	0
bcAYVR	671	173	3	40	2	453	148	0	0	0
bcCQFA	666	85	2	22	1	556	75	0	0	0
bcBSCT	663	93	3	18	2	547	82	0	0	0
bcGHBP	659	67	0	15	1	576	64	0	0	0
bcCYXF	656	110	1	20	1	524	109	0	0	0
bcAAUT	652	95	4	15	0	538	91	0	0	0
bcFYOR	649	87	6	20	1	535	87	0	0	0
bcCZNV	645	89	0	20	2	534	81	0	0	0
bcCZBR	641	96	4	17	1	523	89	0	0	0
bcEXQO	638	96	0	22	1	519	87	0	0	0
bcFTLU	634	91	2	17	0	524	83	0	0	0
bcIBSD	631	99	1	21	2	508	90	0	0	0
bcFYDX	627	90	4	27	0	506	81	0	0	0
bcBFNW	623	89	1	26	0	507	82	0	0	0
bcHTCX	620	80	0	19	2	519	72	0	0	0
bcDRRA	616	65	4	21	0	526	66	0	0	0
bcFSOU	613	139	3	26	0	445	116	0	0	0
bcEEGQ	610	113	5	34	1	457	118	0	0	0
bcCOOK	606	85	1	9	2	509	78	0	0	0
bcBSPJ	602	71	1	24	0	506	67	0	0	0
bcGUQL	598	74	3	22	3	496	74	0	0	0
bcEVSJ	595	90	4	24	2	475	85	0	0	0
bcGAIE	591	91	2	24	1	473	88	0	0	0
bcHEUW	587	115	1	23	2	446	95	0	0	0
bcHIFP	584	100	2	12	1	469	89	0	0	0
bcASEJ	581	92	5	25	2	457	78	0	0	0
bcAANS	577	123	2	72	6	374	124	0	0	0
bcDKWQ	574	80	1	22	0	471	71	0	0	0
bcAVUG	570	85	3	26	0	456	86	0	0	0
bcEQWN	566	85	1	20	2	458	80	0	0	0
bcEFFG	563	53	4	13	2	491	51	0	0	0
bcGHTI	559	73	3	26	1	456	67	0	0	0
bcFPPY	556	87	0	25	1	443	69	0	0	0
bcEAFK	553	125	2	20	4	402	112	0	0	0
bcELML	549	96	3	16	0	434	89	0	0	0
bcAGQK	546	61	3	21	0	461	62	0	0	0
bcHWJC	542	82	2	13	0	445	82	0	0	0
bcERGC	539	84	7	19	2	427	76	0	0	0
bcGHHQ	535	93	1	21	0	420	92	0	0	0
bcHLRC	531	104	4	12	0	411	100	0	0	0
bcGLNR	528	85	1	14	2	426	73	0	0	0
bcBPFZ	524	91	2	26	1	404	83	0	0	0
bcCWWU	521	97	1	25	3	395	88	0	0	0
bcEPCV	517	63	2	21	0	431	60	0	0	0
bcEMEE	513	66	3	20	3	421	66	0	0	0
bcGAVH	510	70	3	20	0	417	66	0	0	0
bcIEXE	506	79	2	12	5	408	74	0	0	0
bcBGAK	502	126	2	32	2	340	111	0	0	0
bcFJML	498	137	3	27	2	329	107	0	0	0
bcCROY	494	207	2	31	3	251	155	0	0	0
bcFUFB	490	58	0	10	0	422	56	0	0	0
bcGUBR	487	59	3	12	1	412	57	0	0	0
bcDCFE	482	79	3	12	1	387	75	0	0	0
bcBRTN	478	69	2	18	0	389	60	0	0	0
bcGZQI	474	89	3	13	1	368	82	0	0	0
bcFNVA	470	51	1	12	1	405	48	0	0	0
bcFDUK	466	54	6	7	2	397	57	0	0	0
bcEOXY	461	99	6	20	1	335	97	0	0	0
bcBVJK	457	59	1	7	0	390	59	0	0	0
bcHAYJ	452	80	3	11	1	357	77	0	0	0
bcBUDU	448	86	2	18	0	342	70	0	0	0
bcGGQH	443	62	2	10	3	366	57	0	0	0
bcHJBH	439	107	1	20	3	308	96	0	0	0
bcFGST	435	52	1	8	3	371	41	0	0	0
bcGELY	430	70	2	20	0	338	69	0	0	0
bcBWIY	426	99	2	13	0	312	77	0	0	0
bcHWUT	421	71	3	11	0	336	64	0	0	0
bcFCZA	417	78	0	16	1	322	67	0	0	0
bcBSOK	412	63	5	15	2	327	65	0	0	0
bcAYXH	407	87	0	11	1	308	79	0	0	0
bcBPQQ	402	91	0	16	1	294	80	0	0	0
bcFZYX	397	73	1	15	1	307	63	0	0	0
bcEBWY	392	94	2	19	2	275	83	0	0	0
bcFGOV	387	81	1	18	0	287	72	0	0	0
bcDADZ	381	172	3	45	6	155	179	0	0	0
bcBKBK	375	110	4	24	3	234	94	0	0	0
bcFSAT	370	55	0	20	2	293	53	0	0	0
bcGHIU	364	85	1	15	2	261	75	0	0	0
bcBOPL	359	46	1	11	1	300	47	0	0	0
bcGJJO	352	60	0	14	0	278	55	0	0	0
bcDSLU	346	40	1	15	1	289	37	0	0	0
bcATAF	340	53	0	4	3	280	51	0	0	0
bcAETT	334	49	0	11	0	274	48	0	0	0
bcFIDM	327	38	1	15	0	273	38	0	0	0
bcBUXL	320	55	0	31	3	231	52	0	0	0
bcBEXD	313	170	2	34	0	107	123	0	0	0
bcGATN	306	64	2	11	1	228	52	0	0	0
bcHNJC	299	72	0	9	0	218	63	0	0	0
bcHCJK	291	95	2	26	3	165	87	0	0	0
bcEPCY	283	120	6	45	3	109	127	0	0	0
bcFCSQ	276	70	1	9	0	196	58	0	0	0
bcDAAD	267	63	4	13	0	187	61	0	0	0
bcDKHG	260	59	1	7	0	193	55	0	0	0
bcAEXQ	252	124	6	28	0	94	138	0	0	0
bcAFEG	47115	27969	383	4533	404	13826	30459	0	0	0
bcGNOK	32705	17189	210	7232	304	7770	16703	0	0	0
bcFXWP	25470	14956	239	2901	145	7229	14780	0	0	0
bcHBLW	21288	11833	211	1868	173	7203	11981	0	0	0
bcAGAH	18476	11464	165	2193	102	4552	10371	0	0	0
bcGZEE	16245	10446	148	1867	125	3659	8804	0	0	0
bcELPQ	14413	9375	101	1579	42	3316	7981	0	0	0
bcHJFU	13009	7081	124	1253	54	4497	6332	0	0	0
bcFBDH	11860	7301	95	1415	132	2917	6135	0	0	0
bcAUOU	10935	5502	73	1988	66	3306	4998	0	0	0
bcDFXB	10160	5981	139	1776	39	2225	5342	0	0	0
bcCZCI	9304	5593	142	1241	25	2303	4717	0	0	0
bcHDHA	8671	5781	85	832	27	1946	4553	0	0	0
bcDROK	8000	4902	67	912	31	2088	4339	0	0	0
bcGXAB	7329	2007	39	3257	133	1893	1963	0	0	0
bcCENH	6753	4189	45	845	23	1651	3859	0	0	0
bcEESU	6189	4000	46	522	10	1611	3270	0	0	0
bcDQFV	5613	3342	68	848	25	1330	2651	0	0	0
bcBFFB	5079	2951	37	471	17	1603	2272	0	0	0
bcEEXV	4439	2557	29	488	15	1350	2082	0	0	0
bcEAFO	3726	2048	32	348	22	1276	1583	0	0	0
bcDEDY	3115	1921	19	436	24	715	1613	0	0	0
bcGOIE	2598	419	6	85	4	2084	384	0	0	0
bcIAVZ	2233	238	8	52	0	1935	217	0	0	0
bcGSEW	2004	367	9	64	3	1561	304	0	0	0
bcENSH	1856	679	10	164	8	995	529	0	0	0
bcHESI	1744	213	8	46	4	1473	197	0	0	0
bcGQCX	1653	199	7	45	2	1400	197	0	0	0
bcHUUN	1584	186	8	43	0	1347	184	0	0	0
bcBSPC	1515	216	5	50	4	1240	207	0	0	0
bcAXZJ	1462	495	7	97	6	857	369	0	0	0
bcEWUD	1418	164	9	30	1	1214	160	0	0	0
bcCKSK	1378	202	4	45	1	1126	196	0	0	0
bcERFU	1340	140	6	39	2	1153	122	0	0	0
bcCENL	1308	446	10	65	38	749	353	0	0	0
bcCTYI	1274	304	7	69	0	894	268	0	0	0
bcBJIU	1245	209	5	45	3	983	181	0	0	0
bcGUWM	1219	208	2	34	4	971	183	0	0	0
bcEOJZ	1191	153	4	30	4	1000	147	0	0	0
bcGRTO	1168	161	3	35	1	968	145	0	0	0
bcIAPO	1148	151	2	21	1	973	136	0	0	0
bcFKJB	1127	152	6	32	3	934	145	0	0	0
bcHSRF	1107	125	10	36	2	934	129	0	0	0
bcDRYH	1088	123	5	25	2	933	124	0	0	0
bcHENT	1071	172	10	42	2	845	161	0	0	0
bcIGVX	1054	180	2	28	2	842	150	0	0	0
bcBJJR	1037	352	3	65	1	616	262	0	0	0
bcHODH	1022	149	3	44	3	823	148	0	0	0
bcFPPD	1008	124	7	43	4	830	116	0	0	0
bcBSYP	995	128	2	32	3	830	114	0	0	0
bcEXXZ	982	221	2	27	1	731	164	0	0	0
bcHDGP	969	147	1	40	0	781	113	0	0	0
bcBLBW	958	120	5	30	1	802	113	0	0	0
bcBKNH	948	121	2	33	0	792	110	0	0	0
bcDDXW	938	154	11	25	1	747	148	0	0	0
bcCLAY	927	146	3	29	3	746	130	0	0	0
bcCWDD	917	169	4	27	7	710	145	0	0	0
bcGKWS	908	120	5	30	2	751	115	0	0	0
bcFKLJ	898	134	5	35	1	723	136	0	0	0
bcEELM	890	123	2	29	4	732	115	0	0	0
bcCBFF	882	110	4	27	1	740	111	0	0	0
bcFULP	874	128	5	27	0	714	101	0	0	0
bcIDKS	867	137	1	22	1	706	112	0	0	0
bcEQZZ	860	320	4	56	4	476	238	0	0	0
bcFSLG	852	137	4	33	2	676	130	0	0	0
bcCBGM	846	155	6	21	2	662	143	0	0	0
bcGFSG	839	100	6	38	2	693	95	0	0	0
bcCRVK	833	135	4	32	1	661	117	0	0	0
bcDGIG	827	136	4	35	1	651	125	0	0	0
bcAVKE	822	101	0	24	2	695	95	0	0	0
bcCTXT	815	125	7	30	3	650	131	0	0	0
bcGRSP	808	143	4	24	2	635	128	0	0	0
bcFHAA	803	99	4	36	0	664	97	0	0	0
bcAAFJ	797	227	11	68	6	485	267	0	0	0
bcAUNM	791	147	5	39	4	596	144	0	0	0
bcHMIE	786	134	6	35	3	608	127	0	0	0
bcEJFF	781	126	3	20	2	630	121	0	0	0
bcICRT	775	86	5	33	1	650	87	0	0	0
bcFWTQ	770	130	1	30	2	607	122	0	0	0
bcCHQC	764	102	3	16	1	642	97	0	0	0
bcDRLL	760	98	5	23	2	632	95	0	0	0
bcHXJX	755	207	6	48	2	492	163	0	0	0
bcFWLN	751	138	4	27	0	582	136	0	0	0
bcCIMU	746	140	2	26	1	577	124	0	0	0
bcDOKJ	741	109	8	25	1	598	105	0	0	0
bcFXKN	737	96	3	22	1	615	91	0	0	0
bcGBRX	733	104	4	20	1	604	103	0	0	0
bcBKCB	729	102	8	25	2	592	106	0	0	0
bcHIFS	724	87	0	16	0	621	84	0	0	0
bcDIXQ	720	142	5	37	1	535	139	0	0	0
bcEXDE	715	101	7	22	0	585	98	0	0	0
bcDVOM	711	96	5	27	1	582	90	0	0	0
bcIJHS	707	305	5	64	4	329	227	0	0	0
bcETOS	704	122	4	18	0	560	107	0	0	0
bcDQRF	699	127	5	22	4	541	120	0	0	0
bcAPRQ	695	91	1	22	2	579	80	0	0	0
bcBIQG	691	96	0	30	4	561	80	0	0	0
bcDPID	687	99	2	20	0	566	90	0	0	0
bcHWQR	683	85	3	33	2	560	83	0	0	0
bcFDGT	679	129	1	25	3	521	102	0	0	0
bcDADP	675	107	2	20	2	544	94	0	0	0
bcEKNT	671	135	2	247	10	277	113	0	0	0
bcFRBV	666	88	1	23	1	553	78	0	0	0
bcCBXH	663	79	4	13	2	565	69	0	0	0
bcCQVJ	659	72	0	19	0	568	69	0	0	0
bcHKSR	656	108	2	29	0	517	88	0	0	0
bcCLAC	652	118	5	22	2	505	108	0	0	0
bcHNGI	649	89	2	23	2	533	86	0	0	0
bcHQYR	645	90	3	9	1	542	85	0	0	0
bcCRIB	641	91	3	15	0	532	85	0	0	0
bcAMKR	638	66	3	9	2	558	63	0	0	0
bcDHQA	634	91	3	14	0	526	82	0	0	0
bcHEFT	631	96	3	33	1	498	89	0	0	0
bcHXYD	627	99	2	19	3	504	87	0	0	0
bcCGUF	623	114	2	33	1	473	105	0	0	0
bcALPF	620	91	6	23	1	499	80	0	0	0
bcEBTK	616	83	3	28	0	502	85	0	0	0
bcCPBU	613	96	4	12	1	500	90	0	0	0
bcBUPJ	610	80	2	18	0	510	74	0	0	0
bcATTC	606	74	1	18	0	513	76	0	0	0
bcFPUU	602	108	4	26	5	459	103	0	0	0
bcBEQQ	598	103	3	15	0	477	89	0	0	0
bcCFMV	595	75	3	16	0	501	72	0	0	0
bcFMVP	591	92	4	24	1	470	91	0	0	0
bcEPEX	587	80	2	15	0	490	79	0	0	0
bcCBGP	584	68	3	15	4	494	63	0	0	0
bcIDMC	581	156	11	31	3	380	143	0	0	0
bcBHOG	577	108	1	20	1	447	89	0	0	0
bcFEHB	574	70	3	13	0	488	67	0	0	0
bcDCMN	570	93	4	12	1	460	91	0	0	0
bcBXMM	566	60	2	14	1	489	59	0	0	0
bcDYQV	563	80	2	16	1	464	68	0	0	0
bcIGLV	559	99	3	32	2	423	96	0	0	0
bcDIXH	556	81	5	7	0	463	77	0	0	0
bcGGPL	553	54	5	22	0	472	54	0	0	0
bcCDHH	549	85	5	15	1	443	83	0	0	0
bcIJJC	545	84	4	18	4	435	82	0	0	0
bcDFII	542	65	3	16	2	456	65	0	0	0
bcCXSO	539	92	0	32	1	414	74	0	0	0
bcAZSD	535	89	3	18	0	425	80	0	0	0
bcCLPY	531	73	1	17	0	440	68	0	0	0
bcFFOP	528	95	1	31	0	401	78	0	0	0
bcGELX	524	176	5	54	1	288	147	0	0	0
bcDRVW	521	161	1	25	1	333	118	0	0	0
