Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcFEYY	7785	4160	75	876	67	2607	4491	0	0	0
bcHYKI	6753	3074	66	529	19	3065	3344	0	0	0
bcHBBY	5817	2484	40	477	18	2798	2625	0	0	0
bcEAMP	5091	2952	47	272	25	1795	2811	0	0	0
bcCJEI	4483	2076	35	376	26	1970	2049	0	0	0
bcDIKK	3990	298	26	76	1	3589	313	0	0	0
bcCIGH	3601	1207	31	218	22	2123	1148	0	0	0
bcBHWC	3313	1294	21	733	41	1224	1229	0	0	0
bcDDCI	3079	1576	31	252	10	1210	1800	0	0	0
bcGWUC	2900	177	14	43	4	2662	190	0	0	0
bcIDEW	2733	215	14	81	5	2418	220	0	0	0
bcAGAB	2606	239	14	84	4	2265	243	0	0	0
bcCIFL	2500	192	12	56	4	2236	196	0	0	0
bcAMHA	2401	168	14	47	3	2169	177	0	0	0
bcGEZT	2322	1066	21	191	4	1040	1017	0	0	0
bcHGZD	2251	1219	25	226	7	774	1100	0	0	0
bcGZCC	2193	163	7	41	3	1979	165	0	0	0
bcDPHO	2142	181	15	47	3	1896	190	0	0	0
bcHUMU	2090	176	12	37	1	1864	190	0	0	0
bcBQLA	2045	161	6	40	1	1837	156	0	0	0
bcDVQE	2005	227	5	44	1	1728	216	0	0	0
bcHTGT	1963	134	4	41	5	1779	128	0	0	0
bcCUDN	1924	166	11	46	2	1699	174	0	0	0
bcERIA	1890	130	15	38	3	1704	128	0	0	0
bcCTOM	1856	154	12	33	0	1657	167	0	0	0
bcESCC	1822	206	15	31	1	1569	208	0	0	0
bcDGKZ	1792	127	11	40	4	1610	136	0	0	0
bcDGWH	1764	126	9	40	0	1589	128	0	0	0
bcFKLF	1736	125	6	36	3	1566	125	0	0	0
bcGBGE	1709	151	6	34	1	1517	151	0	0	0
bcESPR	1687	131	10	35	4	1507	133	0	0	0
bcDQWN	1663	125	4	38	1	1495	127	0	0	0
bcEQVS	1643	160	15	38	3	1427	168	0	0	0
bcFPTM	1621	178	11	49	0	1383	175	0	0	0
bcFNZT	1600	125	8	27	1	1439	127	0	0	0
bcAQIW	1581	176	5	59	3	1338	176	0	0	0
bcENIW	1561	130	8	21	1	1401	131	0	0	0
bcEIOF	1541	113	4	41	0	1383	108	0	0	0
bcEDNT	1523	108	4	43	0	1368	105	0	0	0
bcFEGE	1508	113	8	49	3	1335	117	0	0	0
bcCTZW	1491	100	6	42	2	1341	109	0	0	0
bcFXVJ	1472	126	7	31	3	1305	129	0	0	0
bcAYXV	1456	201	2	31	2	1220	189	0	0	0
bcHHEE	1442	96	14	28	1	1303	112	0	0	0
bcGUCF	1425	135	10	22	4	1254	142	0	0	0
bcENTP	1410	130	8	34	2	1236	139	0	0	0
bcCBSE	1396	103	6	33	1	1253	102	0	0	0
bcBGAO	1382	103	6	33	1	1239	111	0	0	0
bcIBXI	1368	88	4	33	2	1241	92	0	0	0
bcCEOC	1354	97	6	25	1	1225	101	0	0	0
bcEHVD	1340	96	7	19	2	1216	105	0	0	0
bcDFEB	1324	104	9	32	2	1177	114	0	0	0
bcEZYC	1312	118	7	28	3	1156	122	0	0	0
bcEKDZ	1299	105	10	39	1	1144	102	0	0	0
bcGLFO	1286	518	8	69	2	689	441	0	0	0
bcDESM	1273	104	7	28	4	1130	107	0	0	0
bcHFVU	1258	132	5	28	1	1092	128	0	0	0
bcDGNL	1244	102	6	29	1	1106	106	0	0	0
bcFTWD	1232	84	10	28	2	1108	88	0	0	0
bcCPJU	1218	78	6	30	3	1101	84	0	0	0
bcFURW	1206	424	11	113	4	654	366	0	0	0
bcGBHH	1194	132	7	17	4	1034	127	0	0	0
bcGAIK	1182	66	3	16	2	1095	64	0	0	0
bcEKCW	1171	112	2	36	1	1020	103	0	0	0
bcAJFK	1160	102	2	33	2	1021	101	0	0	0
bcCZOW	1148	95	7	30	1	1015	100	0	0	0
bcCDTC	1138	92	3	31	0	1012	93	0	0	0
bcHFXW	1127	75	5	30	1	1016	78	0	0	0
bcGOWE	1118	131	9	32	0	946	135	0	0	0
bcDWUW	1106	91	8	27	0	980	93	0	0	0
bcEMSU	1093	99	7	33	2	952	104	0	0	0
bcEHUC	1083	136	1	36	1	909	133	0	0	0
bcBOGN	1071	108	8	30	2	923	114	0	0	0
bcBTQZ	1060	81	7	22	7	943	84	0	0	0
bcAUAY	1050	70	5	9	1	965	69	0	0	0
bcDIPS	1040	106	9	15	2	908	107	0	0	0
bcADVC	1030	108	8	24	2	888	115	0	0	0
bcGFSN	1020	453	12	85	6	464	441	0	0	0
bcCYRV	1010	110	5	26	2	867	110	0	0	0
bcDFPJ	1000	87	6	14	2	891	89	0	0	0
bcEFUM	989	103	2	30	0	854	101	0	0	0
bcAXIA	979	91	5	19	0	864	86	0	0	0
bcBWUT	969	80	7	29	0	853	83	0	0	0
bcDGIS	958	85	4	26	1	842	87	0	0	0
bcCCZA	948	96	7	21	0	824	99	0	0	0
bcBCBV	937	86	7	23	1	820	86	0	0	0
bcDWDI	928	60	6	22	1	839	66	0	0	0
bcHPZM	917	257	4	28	0	628	222	0	0	0
bcFVRB	908	116	4	20	4	764	111	0	0	0
bcFEKL	898	77	3	20	1	797	77	0	0	0
bcHXQL	890	70	5	17	0	798	70	0	0	0
bcFEVX	879	163	15	33	1	667	164	0	0	0
bcHKAD	868	86	3	21	1	757	88	0	0	0
bcECVA	859	98	5	25	1	730	98	0	0	0
bcBAOB	848	78	6	16	0	748	87	0	0	0
bcBNCH	839	96	7	19	2	715	97	0	0	0
bcGFLF	827	61	9	15	0	742	68	0	0	0
bcATOC	819	83	1	14	0	721	79	0	0	0
bcETDE	809	63	6	27	0	713	65	0	0	0
bcEJVL	799	88	4	14	1	692	87	0	0	0
bcBBSQ	790	80	6	22	2	680	86	0	0	0
bcIISZ	780	69	2	21	1	687	66	0	0	0
bcCNQQ	770	78	3	28	2	659	79	0	0	0
bcGQTP	760	56	2	15	3	684	52	0	0	0
bcIGPF	751	67	2	31	1	650	67	0	0	0
bcAERY	741	73	4	22	3	639	77	0	0	0
bcGQSL	732	87	7	15	2	621	87	0	0	0
bcBNGU	721	60	5	15	1	640	65	0	0	0
bcCROE	712	154	7	34	1	516	146	0	0	0
bcCLFJ	702	70	2	21	0	609	67	0	0	0
bcGDHQ	693	44	4	8	2	635	47	0	0	0
bcIHTQ	684	53	3	13	0	615	52	0	0	0
bcCMGP	674	62	0	17	2	593	59	0	0	0
bcAAJM	664	70	4	20	1	569	74	0	0	0
bcGFSZ	655	66	3	22	1	563	63	0	0	0
bcCZOA	644	69	3	20	0	552	72	0	0	0
bcHKUK	636	42	3	12	1	578	44	0	0	0
bcHCNS	626	211	0	23	4	388	179	0	0	0
bcACYM	617	62	6	16	3	530	66	0	0	0
bcBGTH	609	46	5	15	0	543	46	0	0	0
bcEMLU	600	190	3	51	2	354	163	0	0	0
bcFYTM	590	54	2	12	1	521	53	0	0	0
bcCPMJ	581	57	4	13	0	507	64	0	0	0
bcFMNU	572	69	2	24	3	474	68	0	0	0
bcCFTY	564	58	4	11	0	491	58	0	0	0
bcASFY	554	37	1	14	1	501	36	0	0	0
bcBNOR	545	49	1	13	2	480	49	0	0	0
bcAZQJ	537	65	3	23	3	443	67	0	0	0
bcDSRF	529	58	1	10	1	459	57	0	0	0
bcDLWE	521	33	3	11	0	474	34	0	0	0
bcGODS	512	57	4	18	2	431	58	0	0	0
bcGYBE	502	64	4	14	1	419	67	0	0	0
bcDXAR	494	31	0	14	0	449	31	0	0	0
bcDCPI	487	44	3	12	0	428	44	0	0	0
bcEDYN	479	57	7	15	1	399	61	0	0	0
bcHLIL	471	125	4	27	0	315	117	0	0	0
bcHXYW	463	71	5	15	1	371	70	0	0	0
bcGTTF	456	31	3	5	0	417	34	0	0	0
bcIENM	450	46	3	9	1	391	47	0	0	0
bcCUDB	444	52	3	22	0	367	54	0	0	0
bcDLAQ	437	36	1	6	0	394	36	0	0	0
bcEJIM	430	40	2	5	1	382	40	0	0	0
bcHSLA	423	31	2	15	1	374	32	0	0	0
bcANFF	417	26	0	16	0	375	23	0	0	0
bcAZLQ	411	50	3	7	2	349	55	0	0	0
bcGXOO	405	167	3	24	0	211	161	0	0	0
bcBTVQ	399	31	1	6	1	360	32	0	0	0
bcFVEQ	393	60	2	16	3	312	68	0	0	0
bcCQRJ	388	35	1	6	1	345	37	0	0	0
bcCJXS	383	9	5	6	0	363	14	0	0	0
bcHING	377	35	5	4	1	332	38	0	0	0
bcDTDK	372	28	1	8	0	335	29	0	0	0
bcEVPN	367	34	0	9	0	324	30	0	0	0
bcBEPN	361	43	2	6	1	309	44	0	0	0
bcHFRH	357	40	1	6	0	310	40	0	0	0
bcDSQF	351	90	2	26	1	232	80	0	0	0
bcGKNO	347	40	1	17	0	289	44	0	0	0
bcDSEW	342	143	2	4	1	192	121	0	0	0
bcBTNJ	337	43	2	11	0	281	45	0	0	0
bcCJUG	332	147	4	26	0	155	134	0	0	0
bcGKFX	327	41	2	5	1	278	42	0	0	0
bcFBWV	323	39	3	14	0	267	41	0	0	0
bcDLGL	319	70	0	7	2	240	64	0	0	0
bcBLNH	314	56	4	7	2	245	59	0	0	0
bcBCLX	309	37	4	11	1	256	38	0	0	0
bcFUQN	305	35	1	6	1	262	32	0	0	0
bcHMTE	301	32	1	6	1	261	33	0	0	0
bcESKT	297	28	2	5	0	262	30	0	0	0
bcDEXA	293	35	2	9	1	246	35	0	0	0
bcFBUI	289	18	2	7	0	262	20	0	0	0
bcHAHB	286	43	2	6	0	235	44	0	0	0
bcEIKL	283	22	2	6	0	253	24	0	0	0
bcARGC	279	38	4	10	1	226	39	0	0	0
bcARJR	275	41	3	8	1	222	43	0	0	0
bcBOLW	271	80	3	25	0	163	81	0	0	0
bcEFNB	268	37	2	12	1	216	35	0	0	0
bcFAWL	264	25	1	17	0	221	24	0	0	0
bcGPBG	261	84	2	25	1	149	75	0	0	0
bcFWSI	258	35	0	11	0	212	33	0	0	0
bcGGUU	255	29	3	9	0	214	30	0	0	0
bcBSGZ	251	48	1	16	1	185	49	0	0	0
bcEQZY	21392	6745	133	7523	333	6658	7935	0	0	0
bcCHZH	14161	7639	127	1253	76	5066	9387	0	0	0
bcGLHK	11379	6232	113	993	107	3934	7275	0	0	0
bcAQQT	9231	4938	91	945	132	3125	5618	0	0	0
bcBXAD	7776	3427	72	599	21	3657	3695	0	0	0
bcCCPV	6753	183	38	83	2	6447	213	0	0	0
bcEGOP	5814	2743	48	494	19	2510	2806	0	0	0
bcDMIE	5087	2534	45	417	40	2051	2379	0	0	0
bcHJKQ	4475	2054	35	387	15	1984	2103	0	0	0
bcASKK	3989	864	24	1760	99	1242	881	0	0	0
bcAWTQ	3601	326	21	81	3	3170	337	0	0	0
bcIIQP	3312	1587	41	251	18	1415	1473	0	0	0
bcCGIJ	3078	845	12	138	25	2058	771	0	0	0
bcAYFU	2900	244	16	55	3	2582	253	0	0	0
bcEKIM	2733	256	13	59	13	2392	268	0	0	0
bcBMZQ	2606	820	17	106	5	1658	742	0	0	0
bcGAZV	2499	178	10	45	7	2259	179	0	0	0
bcHOPT	2401	163	10	50	1	2177	167	0	0	0
bcGTDB	2321	170	17	41	4	2089	188	0	0	0
bcFDDY	2251	181	12	42	3	2013	183	0	0	0
bcHZYM	2193	1072	13	213	3	892	1028	0	0	0
bcGFCW	2142	149	9	47	3	1934	151	0	0	0
bcBSAB	2090	178	12	29	0	1871	180	0	0	0
bcEMUK	2045	158	8	49	2	1828	162	0	0	0
bcHCPB	2004	160	6	46	4	1788	162	0	0	0
bcHUJW	1963	192	11	51	3	1706	187	0	0	0
bcEOLO	1923	200	6	49	1	1667	198	0	0	0
bcARTT	1890	134	8	32	2	1714	135	0	0	0
bcGGWH	1855	119	9	39	3	1685	118	0	0	0
bcCIZA	1822	132	7	31	4	1648	137	0	0	0
bcEEAX	1792	178	10	43	3	1558	180	0	0	0
bcBMMM	1764	121	17	29	0	1597	131	0	0	0
bcEDBG	1736	131	7	40	2	1556	135	0	0	0
bcAIZA	1709	140	5	40	1	1523	144	0	0	0
bcHSGC	1687	142	10	41	1	1493	147	0	0	0
bcGRNI	1663	127	2	26	3	1505	125	0	0	0
bcAKLP	1643	142	9	24	4	1464	152	0	0	0
bcIAFS	1621	115	6	26	2	1472	118	0	0	0
bcIEVE	1600	193	7	42	1	1357	192	0	0	0
bcCXZP	1581	124	7	40	1	1409	132	0	0	0
bcBOIL	1561	183	3	29	0	1346	182	0	0	0
bcHRVN	1541	112	5	33	0	1391	118	0	0	0
bcFXGN	1523	141	10	37	0	1335	143	0	0	0
bcBFND	1508	103	7	33	2	1363	110	0	0	0
bcBOVV	1491	135	8	34	0	1314	138	0	0	0
bcBNXH	1472	131	8	28	0	1305	130	0	0	0
bcGBPC	1456	128	4	32	1	1291	121	0	0	0
bcBWOK	1442	391	15	55	12	969	369	0	0	0
bcGLEQ	1425	104	10	31	3	1277	113	0	0	0
bcBKSP	1410	114	3	34	0	1259	117	0	0	0
bcCJYD	1396	123	11	29	0	1233	136	0	0	0
bcGECO	1382	114	5	23	2	1238	114	0	0	0
bcCSVL	1368	127	6	42	2	1191	135	0	0	0
bcBACB	1354	481	16	93	13	751	465	0	0	0
bcDSAE	1340	94	4	35	2	1205	92	0	0	0
bcAGCZ	1324	137	6	30	3	1148	140	0	0	0
bcBRTD	1312	664	17	133	11	487	611	0	0	0
bcHEVQ	1299	125	3	46	0	1125	126	0	0	0
bcHLTY	1286	100	7	28	2	1149	106	0	0	0
bcBDHF	1273	294	10	577	37	355	283	0	0	0
bcDUFA	1258	113	9	23	2	1111	115	0	0	0
bcDTWH	1244	95	7	19	3	1120	101	0	0	0
bcGPLK	1232	120	7	38	2	1065	126	0	0	0
bcBRLE	1218	109	6	31	0	1072	113	0	0	0
bcBURQ	1206	155	6	39	2	1004	152	0	0	0
bcECLS	1194	92	3	22	3	1074	94	0	0	0
bcDLDM	1182	91	6	32	2	1051	91	0	0	0
bcAQCQ	1171	581	9	116	5	460	531	0	0	0
bcCSCN	1160	108	7	15	1	1029	113	0	0	0
bcAYQH	1148	81	5	23	1	1038	80	0	0	0
bcFRLC	1138	116	4	32	4	982	115	0	0	0
bcIFED	1127	95	5	24	0	1003	96	0	0	0
bcBYEM	1118	112	8	31	6	961	109	0	0	0
bcGFRJ	1106	114	3	21	3	965	111	0	0	0
bcDVJO	1093	119	3	28	2	941	117	0	0	0
bcHCIO	1083	86	9	21	3	964	90	0	0	0
bcAFEM	1071	90	8	25	3	945	94	0	0	0
bcDCNH	1060	140	4	36	1	879	141	0	0	0
bcFCHB	1050	107	4	30	3	906	114	0	0	0
bcHCIJ	1040	113	4	22	2	899	107	0	0	0
bcFEPW	1030	77	8	24	1	920	82	0	0	0
bcCGYL	1020	103	11	31	1	874	109	0	0	0
bcAXCX	1010	385	14	71	2	538	355	0	0	0
bcDESJ	1000	90	4	22	2	882	91	0	0	0
bcCMQN	989	131	6	32	1	819	128	0	0	0
bcDWTL	979	92	5	36	2	844	90	0	0	0
bcGZJM	969	69	5	31	2	862	72	0	0	0
bcFLZT	958	99	7	24	1	827	102	0	0	0
bcGZNR	948	130	6	34	2	776	124	0	0	0
bcEFXW	937	72	5	10	2	848	77	0	0	0
bcEOZJ	928	86	5	30	3	804	93	0	0	0
bcGTMS	917	82	7	15	0	813	86	0	0	0
bcAKRS	908	125	7	25	0	751	122	0	0	0
bcCSNM	898	96	1	35	1	765	93	0	0	0
bcALIQ	890	86	7	21	1	775	95	0	0	0
bcCNXY	879	60	2	16	4	797	59	0	0	0
bcGYNM	868	79	3	26	3	757	84	0	0	0
bcCCVZ	859	108	10	19	2	720	109	0	0	0
bcHSHT	848	84	2	24	0	738	84	0	0	0
bcAYZY	839	87	4	21	0	727	83	0	0	0
bcCUMG	827	99	1	24	3	700	94	0	0	0
bcBHNB	819	82	3	25	1	708	82	0	0	0
bcHJEF	809	94	2	22	1	690	88	0	0	0
bcBOWB	799	65	3	27	2	702	64	0	0	0
bcCJFS	790	94	6	17	2	671	98	0	0	0
bcBHXC	780	84	2	15	2	677	77	0	0	0
bcIGMY	770	74	4	19	3	670	78	0	0	0
bcACVW	759	74	1	15	1	668	74	0	0	0
bcGLQH	751	79	1	17	1	653	77	0	0	0
bcCCUN	741	87	8	23	3	620	82	0	0	0
bcAJJF	732	74	4	20	2	632	68	0	0	0
bcEYEL	721	51	1	19	2	648	53	0	0	0
bcEUJF	712	223	7	210	14	258	220	0	0	0
bcAPMC	702	64	2	14	1	621	63	0	0	0
bcBKCO	693	54	5	13	0	621	59	0	0	0
bcASMW	684	79	3	16	1	585	75	0	0	0
bcABBE	674	72	3	24	1	574	73	0	0	0
bcGWIG	664	158	5	45	1	455	150	0	0	0
bcFFXK	655	48	2	6	0	599	50	0	0	0
bcEBEU	644	55	2	13	1	573	54	0	0	0
bcFNNI	636	50	7	18	0	561	56	0	0	0
bcEGYB	626	72	1	10	2	541	66	0	0	0
bcGXEP	617	60	3	18	2	534	59	0	0	0
bcEVZN	609	91	7	25	0	486	97	0	0	0
bcCCKC	600	286	6	67	3	238	267	0	0	0
bcDVTR	590	137	4	38	1	410	129	0	0	0
bcHDLX	581	61	4	10	2	504	60	0	0	0
bcHNSL	572	81	2	13	0	476	76	0	0	0
bcEVDO	564	241	4	49	4	266	208	0	0	0
bcBFCG	554	40	8	12	0	494	47	0	0	0
bcBUOF	545	231	2	31	1	280	209	0	0	0
bcBFFH	537	56	1	25	0	455	56	0	0	0
bcGEWL	529	51	5	8	0	465	50	0	0	0
bcGVJB	521	50	1	15	0	455	46	0	0	0
bcDJAN	512	44	1	6	0	461	38	0	0	0
bcGJEK	502	38	4	16	1	443	38	0	0	0
bcFKYQ	494	61	0	15	2	416	58	0	0	0
bcHODV	487	41	2	7	1	436	43	0	0	0
bcGGIM	479	46	2	12	1	418	46	0	0	0
bcBRPF	471	60	6	14	0	391	60	0	0	0
bcHPDC	463	54	2	5	0	402	56	0	0	0
bcCQSY	456	31	6	13	2	404	39	0	0	0
bcEFMW	450	139	6	5	2	298	123	0	0	0
bcFEBF	444	55	2	20	0	367	53	0	0	0
bcBONN	437	46	1	6	0	384	41	0	0	0
bcACWD	430	34	1	14	1	380	31	0	0	0
bcHDCO	423	37	1	17	1	367	36	0	0	0
bcHVNP	417	34	3	14	0	366	36	0	0	0
bcDJGP	411	30	4	11	1	365	35	0	0	0
bcICMI	405	55	2	14	0	334	52	0	0	0
bcHUFE	399	61	2	13	0	323	57	0	0	0
bcHHPG	393	37	3	8	1	344	39	0	0	0
bcDKVO	388	39	0	7	0	342	31	0	0	0
bcCOPN	383	24	1	7	0	351	22	0	0	0
bcESEX	377	195	0	28	2	152	145	0	0	0
bcHDNP	372	39	1	13	1	318	41	0	0	0
bcELYF	367	30	2	9	1	325	31	0	0	0
bcAVUS	361	33	1	6	0	321	34	0	0	0
bcAXJN	357	10	1	7	0	339	12	0	0	0
bcGKFL	351	42	2	7	1	299	41	0	0	0
bcBBZN	347	26	2	10	0	309	25	0	0	0
bcECGK	342	34	1	8	0	299	34	0	0	0
bcFKOM	337	77	2	24	1	233	72	0	0	0
bcFCFO	332	27	2	15	1	287	27	0	0	0
bcECOA	327	32	1	8	0	286	31	0	0	0
bcDCOR	323	35	7	8	0	273	41	0	0	0
bcCYRS	319	10	4	5	0	300	15	0	0	0
bcCVXZ	314	5	6	4	0	299	11	0	0	0
bcDWJO	309	42	3	7	0	257	43	0	0	0
bcCHPB	305	29	1	10	0	265	30	0	0	0
bcAQKF	301	34	1	9	1	256	36	0	0	0
bcCGII	297	28	2	5	1	261	29	0	0	0
bcBLGN	293	45	5	9	3	231	48	0	0	0
bcFTUH	289	24	2	2	0	261	25	0	0	0
bcIFWG	286	45	3	9	2	227	46	0	0	0
bcBENG	283	24	2	8	0	249	22	0	0	0
bcFXJB	279	31	2	7	0	239	32	0	0	0
bcGUCI	275	14	2	5	1	253	19	0	0	0
bcHTYK	271	37	3	15	0	216	38	0	0	0
bcDCCI	268	11	1	5	1	250	12	0	0	0
bcCZMI	264	24	4	3	0	233	28	0	0	0
bcGDAJ	261	48	3	9	1	200	46	0	0	0
bcEFFY	258	31	1	7	0	219	29	0	0	0
bcDKQK	255	51	4	13	0	187	45	0	0	0
bcEXOB	251	32	0	5	1	213	32	0	0	0
bcGKVN	21371	3701	125	11079	582	5884	4233	0	0	0
bcDHAU	14135	4804	99	4524	262	4446	5603	0	0	0
bcHOBM	11370	6063	104	643	44	4516	7071	0	0	0
bcADEH	9230	4525	80	586	52	3987	5050	0	0	0
bcGCCZ	7765	3151	74	410	51	4079	3306	0	0	0
bcGAAK	6752	4014	75	604	35	2024	4549	0	0	0
bcFJND	5811	3297	72	601	13	1828	3537	0	0	0
bcDLAF	5081	1865	38	283	15	2880	1781	0	0	0
bcFAKN	4475	2386	43	442	11	1593	2407	0	0	0
bcCQYN	3986	1957	39	332	19	1639	1919	0	0	0
bcGUWT	3600	1312	27	184	34	2043	1280	0	0	0
bcHJUN	3310	1370	23	255	10	1652	1420	0	0	0
bcCYHD	3077	252	10	66	3	2746	252	0	0	0
bcAYMT	2898	224	12	69	3	2590	228	0	0	0
bcFVBX	2733	1385	28	215	18	1087	1249	0	0	0
bcIIVQ	2604	133	15	46	5	2405	145	0	0	0
bcFVCU	2499	1070	19	230	3	1177	1034	0	0	0
bcADLC	2401	178	10	61	5	2147	188	0	0	0
bcDAUO	2321	226	14	78	6	1997	232	0	0	0
bcDIWQ	2250	167	13	45	1	2024	171	0	0	0
bcHZXJ	2192	213	9	48	6	1916	205	0	0	0
bcGBQQ	2141	192	13	45	4	1887	190	0	0	0
bcFJEH	2089	187	13	47	4	1838	194	0	0	0
bcDBFA	2045	179	11	42	1	1812	176	0	0	0
bcCEOV	2004	892	22	212	3	875	900	0	0	0
bcDOHR	1963	171	13	61	2	1716	176	0	0	0
bcDMIG	1923	182	13	49	1	1678	186	0	0	0
bcAYUF	1889	174	14	36	3	1662	187	0	0	0
bcIDTQ	1855	329	9	52	3	1462	292	0	0	0
bcFHPZ	1822	130	8	43	2	1639	125	0	0	0
bcETQU	1791	134	5	19	2	1631	132	0	0	0
bcAVXL	1764	128	12	34	3	1587	136	0	0	0
bcFOQB	1736	135	12	39	2	1548	144	0	0	0
bcGWMN	1709	109	6	29	1	1564	113	0	0	0
bcBQXQ	1686	127	8	26	3	1522	126	0	0	0
bcGHZK	1663	142	11	33	2	1475	149	0	0	0
bcERJW	1643	108	10	43	3	1479	114	0	0	0
bcBWWD	1621	140	12	33	1	1435	148	0	0	0
bcEBFH	1600	122	6	34	3	1435	116	0	0	0
bcGYVD	1581	124	11	33	3	1410	114	0	0	0
bcFDRR	1561	132	4	40	2	1383	130	0	0	0
bcBAVT	1540	108	4	25	2	1401	110	0	0	0
bcCWDW	1522	131	11	33	3	1344	138	0	0	0
bcANUA	1508	96	11	36	1	1364	105	0	0	0
bcBSXY	1491	109	12	34	0	1336	118	0	0	0
bcEKAJ	1472	96	9	34	3	1330	103	0	0	0
bcHPNF	1456	256	12	29	3	1156	231	0	0	0
bcHQVO	1442	111	6	26	2	1297	113	0	0	0
bcCMOZ	1425	162	5	27	2	1229	160	0	0	0
bcFWDY	1410	97	4	20	2	1287	96	0	0	0
bcBCIH	1396	127	7	44	3	1215	136	0	0	0
bcFRCP	1382	131	5	29	2	1215	130	0	0	0
bcEHJY	1367	89	3	15	1	1259	82	0	0	0
bcICDC	1354	106	3	30	1	1214	99	0	0	0
bcDEOX	1340	101	11	20	0	1208	108	0	0	0
bcHBIN	1324	151	3	32	4	1134	150	0	0	0
bcHYJZ	1312	144	8	39	1	1120	142	0	0	0
bcBNLX	1298	117	8	21	1	1151	121	0	0	0
bcELAL	1286	288	8	43	4	943	252	0	0	0
bcCKST	1273	121	7	34	2	1109	120	0	0	0
bcFPVY	1258	98	7	36	0	1117	102	0	0	0
bcEUPM	1244	109	9	20	1	1105	121	0	0	0
bcEGMA	1232	107	3	32	0	1090	107	0	0	0
bcEBAG	1218	119	6	39	1	1053	120	0	0	0
bcDAYX	1206	100	5	35	3	1063	105	0	0	0
bcARJO	1194	138	6	38	0	1012	136	0	0	0
bcHMWG	1182	88	8	23	2	1061	97	0	0	0
bcEKQT	1171	150	5	27	1	988	139	0	0	0
bcGTYB	1160	87	7	16	2	1048	89	0	0	0
bcDQOZ	1148	69	3	18	0	1058	69	0	0	0
bcDVFD	1138	97	13	21	1	1006	106	0	0	0
bcDFWA	1127	88	6	20	5	1008	91	0	0	0
bcGFAQ	1117	122	7	37	2	949	127	0	0	0
bcFEJU	1106	106	8	22	0	970	110	0	0	0
bcDQFM	1093	88	8	22	1	974	93	0	0	0
bcHQSL	1083	88	5	21	0	969	91	0	0	0
bcHTIP	1071	86	5	21	0	959	86	0	0	0
bcFSNL	1060	73	6	24	3	954	75	0	0	0
bcDRFM	1050	93	8	18	2	929	101	0	0	0
bcANTC	1040	93	7	17	0	923	99	0	0	0
bcAHJC	1030	82	6	29	1	912	85	0	0	0
bcFUMB	1020	95	7	29	2	887	99	0	0	0
bcDDJC	1010	109	3	15	1	882	111	0	0	0
bcBTPA	1000	98	7	25	1	869	100	0	0	0
bcAASC	989	74	6	15	3	891	78	0	0	0
bcHBHE	979	93	5	32	4	845	96	0	0	0
bcABMG	969	88	6	16	0	859	93	0	0	0
bcFNZC	958	55	7	25	0	871	60	0	0	0
bcHRET	948	72	6	20	2	848	74	0	0	0
bcFWXI	937	116	2	15	0	804	114	0	0	0
bcDFND	928	84	5	26	3	810	88	0	0	0
bcGYVJ	917	85	6	28	3	795	90	0	0	0
bcFDAQ	908	63	6	20	1	818	69	0	0	0
bcHCOH	898	68	4	24	1	801	69	0	0	0
bcBSHX	890	67	4	26	3	790	67	0	0	0
bcAVYM	879	64	3	20	3	789	65	0	0	0
bcETZE	868	93	3	21	2	749	93	0	0	0
bcGBDO	859	71	1	14	1	772	68	0	0	0
bcDECM	848	80	2	18	0	748	72	0	0	0
bcEBDG	839	100	4	40	0	695	94	0	0	0
bcEYLV	827	22	5	10	1	789	30	0	0	0
bcFGME	819	66	1	23	3	726	62	0	0	0
bcBAMB	809	69	5	23	1	711	75	0	0	0
bcCUEL	799	67	8	19	1	704	69	0	0	0
bcEGFO	789	91	3	15	2	678	90	0	0	0
bcBXMR	780	154	4	30	1	591	134	0	0	0
bcFCIN	770	65	2	15	0	688	66	0	0	0
bcAQKA	759	93	3	14	2	647	92	0	0	0
bcEZOB	751	64	8	18	1	660	67	0	0	0
bcHTMZ	741	89	2	26	0	624	84	0	0	0
bcEJBX	732	72	3	19	2	636	66	0	0	0
bcAXVN	721	101	2	22	0	596	97	0	0	0
bcIEXC	712	75	3	13	1	620	74	0	0	0
bcEMAZ	702	62	5	17	0	618	63	0	0	0
bcDWCW	693	60	7	20	3	603	66	0	0	0
bcCFLJ	684	86	6	22	2	568	88	0	0	0
bcHWPJ	674	81	6	33	0	554	82	0	0	0
bcENPS	664	63	6	19	2	574	69	0	0	0
bcHAIV	654	87	8	18	3	538	83	0	0	0
bcBBKX	644	47	1	15	0	581	48	0	0	0
bcDCPP	636	72	2	18	4	540	75	0	0	0
bcHIZI	626	40	2	6	0	578	41	0	0	0
bcGYFP	617	56	2	8	0	551	53	0	0	0
bcBTNZ	609	59	1	16	0	533	57	0	0	0
bcGSOI	600	54	2	16	1	527	53	0	0	0
bcCJWG	590	50	4	7	1	528	51	0	0	0
bcEUDE	581	70	3	12	1	495	66	0	0	0
bcEPBC	572	84	4	14	1	469	79	0	0	0
