Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcBHNV	886	173	8	93	6	606	153	0	0	0
bcFVGF	876	152	3	44	1	676	133	0	0	0
bcFJTA	866	161	9	32	3	661	142	0	0	0
bcDKQO	855	454	6	113	3	279	308	0	0	0
bcBZOY	845	186	9	45	1	604	174	0	0	0
bcDVZF	835	156	3	34	0	642	144	0	0	0
bcFBBL	825	162	11	20	1	631	147	0	0	0
bcCAQA	817	394	12	175	16	220	285	0	0	0
bcBOHG	808	204	8	46	2	548	198	0	0	0
bcCVDA	800	116	6	28	2	648	111	0	0	0
bcCQUS	791	145	10	25	5	606	126	0	0	0
bcGFCG	783	128	8	43	2	602	119	0	0	0
bcBJDR	775	179	5	44	1	546	153	0	0	0
bcCNHT	767	130	9	30	1	597	116	0	0	0
bcGSIL	759	169	5	37	1	547	144	0	0	0
bcBYNK	751	113	2	27	2	607	99	0	0	0
bcDPOY	743	207	8	33	2	493	186	0	0	0
bcHWAL	735	176	5	24	3	527	147	0	0	0
bcHIZA	728	177	3	47	5	496	147	0	0	0
bcCEOX	720	166	6	28	2	518	153	0	0	0
bcDGBD	713	378	11	74	4	246	271	0	0	0
bcCFDJ	707	157	4	27	1	518	135	0	0	0
bcEQLM	700	144	5	34	2	515	125	0	0	0
bcBOHE	693	159	6	34	1	493	144	0	0	0
bcBUTB	686	134	6	52	2	492	118	0	0	0
bcGCKO	679	162	6	30	3	478	147	0	0	0
bcEHJG	672	133	6	32	1	500	121	0	0	0
bcHEDG	665	145	10	31	2	477	128	0	0	0
bcBYMI	659	119	8	36	4	492	105	0	0	0
bcEOPY	652	340	5	75	2	230	232	0	0	0
bcHJMN	645	147	3	27	1	467	132	0	0	0
bcBLQI	639	339	7	74	4	215	239	0	0	0
bcGVIQ	633	314	4	78	3	234	216	0	0	0
bcBHWB	626	158	7	24	2	435	132	0	0	0
bcHHZR	620	118	5	38	2	457	116	0	0	0
bcCCVE	613	120	3	30	2	458	97	0	0	0
bcHBQB	607	105	8	22	3	469	90	0	0	0
bcEAYF	600	128	4	21	3	444	120	0	0	0
bcFTGD	593	125	5	32	4	427	124	0	0	0
bcEIKP	587	110	7	22	1	447	102	0	0	0
bcEEYW	581	212	3	61	2	303	165	0	0	0
bcCGMO	574	147	5	36	1	385	128	0	0	0
bcIFNZ	568	132	7	26	3	400	106	0	0	0
bcFLQW	562	120	6	29	2	405	118	0	0	0
bcCHOL	555	162	8	31	2	352	154	0	0	0
bcCRFJ	549	122	0	32	1	394	95	0	0	0
bcBVWE	542	65	1	10	0	466	62	0	0	0
bcGMSQ	536	77	12	18	1	428	83	0	0	0
bcGEOP	529	280	3	78	1	167	210	0	0	0
bcBQSO	523	94	10	20	0	399	83	0	0	0
bcGOAT	517	169	8	22	0	318	132	0	0	0
bcEZYB	510	77	5	24	1	403	71	0	0	0
bcGHBB	504	286	11	57	0	150	232	0	0	0
bcHTMY	499	138	3	25	0	333	114	0	0	0
bcASZJ	493	123	5	18	0	347	128	0	0	0
bcHNQN	487	96	4	28	1	358	88	0	0	0
bcGMAM	480	95	2	22	0	361	91	0	0	0
bcGXMR	474	167	7	16	5	279	138	0	0	0
bcECMV	468	95	5	16	0	352	93	0	0	0
bcBOJA	462	247	5	64	4	142	183	0	0	0
bcFMKV	456	86	5	25	0	340	73	0	0	0
bcFOXM	449	243	9	58	1	138	176	0	0	0
bcEKMB	443	234	4	76	4	125	159	0	0	0
bcBQXI	438	75	1	18	2	342	71	0	0	0
bcGMTT	432	83	6	20	0	323	74	0	0	0
bcFMLX	426	138	4	39	2	243	105	0	0	0
bcHSLD	421	209	4	38	2	168	136	0	0	0
bcAVXP	416	111	2	29	0	274	94	0	0	0
bcGBKY	410	221	4	44	4	137	161	0	0	0
bcGLAH	404	104	1	13	4	282	87	0	0	0
bcBNUL	397	138	2	30	0	227	104	0	0	0
bcACEY	392	223	5	53	3	108	154	0	0	0
bcGKPK	386	111	5	20	1	249	110	0	0	0
bcBVMC	380	112	2	28	2	236	94	0	0	0
bcCRZL	374	85	3	18	0	268	75	0	0	0
bcEREW	369	112	10	13	0	234	97	0	0	0
bcGGIW	363	73	1	21	0	268	68	0	0	0
bcFCAI	357	69	4	23	0	261	67	0	0	0
bcAYTZ	352	204	3	37	2	106	137	0	0	0
bcECHH	346	77	2	14	0	253	70	0	0	0
bcHZRO	341	79	3	15	2	242	74	0	0	0
bcBAGH	335	109	3	24	1	198	94	0	0	0
bcCMSL	329	62	2	10	3	252	59	0	0	0
bcCSIT	324	70	2	11	2	239	67	0	0	0
bcFBOO	319	76	4	21	2	216	65	0	0	0
bcATUD	313	62	4	15	2	230	59	0	0	0
bcEXSE	308	68	2	12	0	226	53	0	0	0
bcCMPS	302	82	7	20	1	192	75	0	0	0
bcFTFJ	297	86	3	17	1	190	72	0	0	0
bcEWMO	292	56	3	12	1	220	55	0	0	0
bcFZXA	286	87	2	22	2	173	80	0	0	0
bcAHYS	281	48	6	16	0	211	51	0	0	0
bcAIPK	276	134	1	29	0	112	102	0	0	0
bcAAFT	271	106	3	23	2	137	109	0	0	0
bcBJLZ	266	164	2	29	1	70	125	0	0	0
bcFUES	261	33	1	12	3	212	33	0	0	0
bcDJIQ	256	68	1	10	0	177	54	0	0	0
bcAWZR	252	52	3	19	0	178	53	0	0	0
bcHTAZ	77620	53040	822	8647	376	14735	54505	0	0	0
bcAIVH	29957	18583	310	3115	223	7726	20357	0	0	0
bcGJYW	21804	14577	236	2504	199	4288	14618	0	0	0
bcDLBJ	17535	11286	155	2123	42	3929	9777	0	0	0
bcFDOP	14071	9479	134	1866	38	2554	8295	0	0	0
bcHMNS	11860	7997	133	1289	29	2412	6704	0	0	0
bcBPAM	9868	6120	86	1354	30	2278	5261	0	0	0
bcCUQS	8353	4946	88	878	73	2368	4077	0	0	0
bcHVBJ	6691	4452	77	800	13	1349	3821	0	0	0
bcHKXO	5423	3708	50	714	16	935	2938	0	0	0
bcFHBX	4472	3028	41	343	10	1050	2245	0	0	0
bcEEAA	3852	2373	42	555	21	861	1628	0	0	0
bcFKWQ	3365	1320	29	292	7	1717	966	0	0	0
bcHREK	2932	1773	19	350	11	779	1363	0	0	0
bcEHKC	2623	1770	20	326	19	488	1235	0	0	0
bcDQMN	2380	1225	30	223	8	894	964	0	0	0
bcGKHZ	2187	804	24	624	30	705	683	0	0	0
bcELPY	2025	465	25	106	4	1425	437	0	0	0
bcDUDT	1900	371	13	89	12	1415	335	0	0	0
bcGAPS	1789	1105	17	161	4	502	768	0	0	0
bcAPLD	1708	1156	16	34	1	501	724	0	0	0
bcHSFV	1624	910	18	181	13	502	602	0	0	0
bcDSQM	1561	908	9	191	10	443	637	0	0	0
bcEKAY	1503	331	18	61	1	1092	282	0	0	0
bcCBBB	1448	199	11	49	3	1186	192	0	0	0
bcBMTY	1405	247	16	62	6	1074	240	0	0	0
bcEYWY	1368	267	11	37	2	1051	203	0	0	0
bcAQRN	1332	294	14	60	7	957	250	0	0	0
bcBZRO	1293	293	16	46	2	936	283	0	0	0
bcFPFB	1263	676	19	167	9	392	480	0	0	0
bcETIU	1233	190	12	29	6	996	170	0	0	0
bcAVDA	1207	245	11	57	3	891	220	0	0	0
bcHMRK	1181	166	13	44	2	956	171	0	0	0
bcDAOS	1159	714	5	153	2	285	474	0	0	0
bcCZKH	1134	166	8	38	0	922	158	0	0	0
bcGIUR	1114	200	8	49	1	856	181	0	0	0
bcGSNH	1095	192	10	54	1	838	167	0	0	0
bcDZEJ	1077	171	6	35	2	863	155	0	0	0
bcBXGA	1059	210	8	60	4	777	190	0	0	0
bcDKNO	1041	205	9	47	3	777	191	0	0	0
bcFBMR	1026	184	13	40	1	788	172	0	0	0
bcHWZE	1010	661	11	102	3	233	459	0	0	0
bcFIXI	995	180	6	38	4	767	167	0	0	0
bcGOFX	981	210	5	43	5	718	206	0	0	0
bcDUZI	967	628	9	103	3	224	459	0	0	0
bcBSOJ	954	185	9	33	3	724	181	0	0	0
bcFBYY	943	221	7	41	2	672	203	0	0	0
bcASCF	930	164	13	32	0	721	157	0	0	0
bcDHQT	919	192	5	36	1	685	169	0	0	0
bcGKXE	906	238	9	68	2	589	228	0	0	0
bcAFLR	896	261	7	45	3	580	215	0	0	0
bcGAJW	886	535	15	106	8	222	378	0	0	0
bcIFRI	876	157	4	39	3	673	135	0	0	0
bcETCQ	866	147	6	41	4	668	133	0	0	0
bcFKCD	855	251	9	29	1	565	208	0	0	0
bcDVGS	845	197	12	47	2	587	181	0	0	0
bcEAFZ	835	208	9	39	1	578	175	0	0	0
bcGNHH	825	121	5	32	1	666	120	0	0	0
bcBXVP	817	146	6	40	3	622	136	0	0	0
bcBWYO	808	136	6	19	3	644	122	0	0	0
bcHIOJ	800	146	8	27	0	619	134	0	0	0
bcAOTM	791	190	10	58	3	530	177	0	0	0
bcDYGJ	783	149	7	50	2	575	139	0	0	0
bcEPIJ	775	144	7	29	2	593	128	0	0	0
bcESPQ	767	131	5	22	0	609	115	0	0	0
bcABBY	759	125	9	38	4	583	116	0	0	0
bcFIPA	751	140	4	32	0	575	130	0	0	0
bcHETK	743	156	9	41	6	531	132	0	0	0
bcBEGN	735	153	11	21	3	547	159	0	0	0
bcCFSC	728	131	7	43	4	543	124	0	0	0
bcEBYZ	720	127	6	37	0	550	111	0	0	0
bcHGPJ	713	153	5	26	0	529	141	0	0	0
bcFYTQ	707	407	4	79	8	209	300	0	0	0
bcAIEL	700	144	6	28	0	522	130	0	0	0
bcIBHS	693	125	7	42	0	519	109	0	0	0
bcGRLZ	686	157	6	39	2	482	137	0	0	0
bcESWD	679	122	5	35	3	514	106	0	0	0
bcBKUG	672	124	9	30	1	508	114	0	0	0
bcBGRM	665	235	8	27	0	395	182	0	0	0
bcFFQO	659	185	4	23	0	447	151	0	0	0
bcGCUW	652	371	6	84	2	189	281	0	0	0
bcEOGZ	645	132	3	18	2	490	114	0	0	0
bcHBTZ	639	182	5	26	1	425	158	0	0	0
bcHZJG	633	101	6	28	1	497	95	0	0	0
bcBZHE	626	146	5	34	1	440	130	0	0	0
bcFMNP	620	125	8	39	0	448	112	0	0	0
bcFSBB	613	368	7	88	4	146	240	0	0	0
bcAJJU	607	120	4	15	2	466	107	0	0	0
bcAFWM	600	318	4	97	1	180	215	0	0	0
bcCNKQ	593	389	0	61	6	137	291	0	0	0
bcEWUO	587	305	3	22	0	257	180	0	0	0
bcGESL	581	133	7	28	2	411	124	0	0	0
bcENFU	574	179	2	32	2	359	150	0	0	0
bcDCUK	568	94	5	19	1	449	87	0	0	0
bcEGHL	562	121	9	27	1	404	111	0	0	0
bcDZLY	555	78	4	23	0	450	72	0	0	0
bcHPGI	549	85	4	29	1	430	79	0	0	0
bcHMTE	542	117	5	16	2	402	103	0	0	0
bcGJHA	536	122	2	19	1	392	99	0	0	0
bcEQSA	529	103	6	30	2	388	99	0	0	0
bcBKWT	523	107	2	18	3	393	95	0	0	0
bcDCHM	516	112	4	27	0	373	107	0	0	0
bcDUFG	510	104	4	24	1	377	100	0	0	0
bcBOJB	504	247	4	53	7	193	159	0	0	0
bcGVXT	499	133	6	33	1	326	127	0	0	0
bcHAXF	493	196	4	53	1	239	160	0	0	0
bcEIRM	487	115	2	17	1	352	95	0	0	0
bcCGIE	480	209	6	46	0	219	150	0	0	0
bcBVUX	474	104	4	19	6	341	93	0	0	0
bcGLNQ	468	107	5	20	1	335	93	0	0	0
bcHLJN	462	237	5	53	2	165	188	0	0	0
bcALEU	456	118	6	40	0	292	106	0	0	0
bcGQKV	449	216	5	54	1	173	172	0	0	0
bcGABM	443	104	6	23	0	310	97	0	0	0
bcFAXU	438	125	2	22	2	287	111	0	0	0
bcEMAR	432	80	5	19	3	325	81	0	0	0
bcFSZW	426	97	1	27	3	298	87	0	0	0
bcDNZB	421	103	8	16	2	292	91	0	0	0
bcFSKN	415	101	2	21	1	290	96	0	0	0
bcGIGT	410	77	5	19	0	309	70	0	0	0
bcFNBS	404	242	6	50	3	103	167	0	0	0
bcBEMV	397	66	1	15	1	314	61	0	0	0
bcATTE	392	224	5	57	2	104	166	0	0	0
bcIEUA	386	73	3	16	1	293	66	0	0	0
bcFGRO	380	92	5	11	0	272	81	0	0	0
bcGKLX	374	131	3	25	4	211	126	0	0	0
bcBDWO	369	102	4	23	0	240	95	0	0	0
bcDJPV	363	182	3	34	1	143	136	0	0	0
bcHIQC	357	52	3	15	1	286	47	0	0	0
bcFFIP	352	96	1	23	1	231	77	0	0	0
bcCNCP	346	80	2	21	1	242	60	0	0	0
bcFGRA	340	74	5	23	1	237	64	0	0	0
bcIJYT	335	99	4	16	1	215	77	0	0	0
bcFHDK	329	96	2	18	3	210	89	0	0	0
bcAIFE	324	181	4	30	3	106	135	0	0	0
bcHEIW	319	155	7	59	3	95	114	0	0	0
bcHDYE	313	72	3	20	1	217	64	0	0	0
bcFRHA	308	129	3	21	2	153	93	0	0	0
bcBNXT	302	63	2	15	2	220	62	0	0	0
bcHNWG	297	77	4	17	1	198	69	0	0	0
bcDBNA	292	161	3	51	2	75	115	0	0	0
bcERQT	286	76	1	18	2	189	67	0	0	0
bcHPEJ	281	58	3	9	0	211	48	0	0	0
bcHHTH	276	119	2	35	3	117	104	0	0	0
bcARQR	271	81	1	24	0	165	81	0	0	0
bcGFGG	266	81	7	21	0	157	81	0	0	0
bcGQNA	261	56	2	15	0	188	49	0	0	0
bcGHNC	256	49	2	20	1	184	41	0	0	0
bcDTXX	252	54	1	9	2	186	44	0	0	0
bcEXTN	77567	38838	705	22577	964	14483	40666	0	0	0
bcFAHA	29815	19012	289	2962	115	7437	18214	0	0	0
bcAMRP	21777	14325	176	2172	59	5045	12799	0	0	0
bcELGU	17513	11745	179	2046	41	3502	10256	0	0	0
bcCLSO	14062	9216	139	1751	38	2918	8777	0	0	0
bcCZQT	11830	7754	136	1152	49	2739	7149	0	0	0
bcGPJB	9865	6368	111	1130	35	2221	5530	0	0	0
bcGLID	8347	5535	78	1045	25	1664	4746	0	0	0
bcBQWM	6688	4421	63	759	15	1430	3184	0	0	0
bcFLID	5406	3753	53	591	39	970	3289	0	0	0
bcCYFE	4470	2826	44	502	33	1065	2151	0	0	0
bcFIJE	3852	2602	39	384	23	804	1979	0	0	0
bcDSCF	3364	2200	39	394	24	707	1778	0	0	0
bcFVTH	2930	1806	33	189	12	890	1335	0	0	0
bcHWAM	2623	1622	30	369	4	598	1180	0	0	0
bcHIGS	2378	1575	28	302	16	457	1218	0	0	0
bcGAAM	2185	1170	18	159	9	829	909	0	0	0
bcBWOA	2024	993	30	123	17	861	754	0	0	0
bcCQEH	1899	1272	25	182	2	418	886	0	0	0
bcHEUV	1786	317	16	72	5	1376	263	0	0	0
bcIFIW	1708	730	10	153	12	803	509	0	0	0
bcCGZP	1623	533	12	135	9	934	411	0	0	0
bcBVIA	1561	716	12	163	11	659	519	0	0	0
bcCGSW	1503	303	13	59	7	1121	279	0	0	0
bcHVZP	1447	288	12	41	0	1106	256	0	0	0
bcEHEZ	1405	615	14	73	11	692	470	0	0	0
bcHUOY	1368	226	16	59	5	1062	210	0	0	0
bcFKTZ	1332	231	12	42	0	1047	206	0	0	0
bcEKJQ	1293	809	17	212	10	245	550	0	0	0
bcHTFM	1263	213	8	67	3	972	188	0	0	0
bcHVVT	1233	512	17	127	10	567	386	0	0	0
bcDNXE	1207	194	11	37	0	965	191	0	0	0
bcBYEM	1181	168	14	60	3	936	157	0	0	0
bcCYFB	1159	196	17	52	3	891	168	0	0	0
bcCABB	1134	213	17	39	0	865	193	0	0	0
bcGNSY	1114	223	13	59	2	817	203	0	0	0
bcGSXA	1095	239	11	31	3	811	218	0	0	0
bcEAEH	1077	268	8	27	4	770	229	0	0	0
bcHYLC	1059	228	18	45	1	767	206	0	0	0
bcDGMU	1041	169	9	26	2	835	152	0	0	0
bcIAVJ	1025	628	6	137	3	251	443	0	0	0
bcFNLC	1010	196	13	51	1	749	186	0	0	0
bcEUQV	995	352	11	90	4	538	296	0	0	0
bcDNSG	981	218	16	47	2	698	215	0	0	0
bcAUTI	967	611	8	141	1	206	456	0	0	0
bcCAPJ	954	479	8	103	6	358	329	0	0	0
bcDVLR	943	171	14	21	0	737	156	0	0	0
bcFWSC	930	159	5	39	3	724	152	0	0	0
bcBLZJ	919	160	7	31	1	720	145	0	0	0
bcAHDX	906	214	6	59	5	622	199	0	0	0
bcBAUA	896	157	9	44	1	685	151	0	0	0
bcDQYO	886	145	15	19	2	705	142	0	0	0
bcGVRT	876	208	5	41	2	620	188	0	0	0
bcGITO	866	153	4	28	2	679	142	0	0	0
bcHOBM	855	526	7	56	4	262	369	0	0	0
bcGZZI	845	173	8	31	2	631	168	0	0	0
bcFWUY	835	119	4	47	1	664	115	0	0	0
bcBTGI	825	138	8	35	2	642	133	0	0	0
bcFJKE	817	165	3	43	1	605	135	0	0	0
bcATPG	808	176	2	28	2	600	160	0	0	0
bcCFYG	800	142	5	40	1	612	133	0	0	0
bcCOAR	791	380	9	87	3	312	291	0	0	0
bcCRDJ	783	178	5	39	2	559	159	0	0	0
bcGLLV	775	190	7	70	2	506	160	0	0	0
bcHIVM	767	132	5	41	1	588	130	0	0	0
bcEUKF	759	147	5	43	3	561	130	0	0	0
bcFPCQ	751	185	11	30	0	525	175	0	0	0
bcBJFC	743	150	7	24	3	559	134	0	0	0
bcFVIR	735	170	11	36	0	518	152	0	0	0
bcGETU	728	117	5	31	2	573	114	0	0	0
bcCABL	720	160	6	27	0	527	132	0	0	0
bcGEYM	713	140	6	30	2	535	120	0	0	0
bcHZWN	707	137	5	34	1	530	114	0	0	0
bcAWOZ	700	176	9	49	2	464	155	0	0	0
bcEDVE	693	177	6	41	2	467	143	0	0	0
bcCICI	686	116	4	32	0	534	112	0	0	0
bcDVKS	679	118	8	36	2	515	113	0	0	0
bcEMEK	672	139	5	22	1	505	127	0	0	0
bcAYWN	665	141	4	32	2	486	129	0	0	0
bcBDZM	659	217	6	25	2	409	173	0	0	0
bcFNHC	652	175	5	27	3	442	139	0	0	0
bcGHZT	645	119	6	24	2	494	114	0	0	0
bcGNXE	639	197	7	35	1	399	171	0	0	0
bcAWWW	633	132	6	27	1	467	127	0	0	0
bcIHRY	626	148	5	27	0	446	134	0	0	0
bcAIDT	620	115	3	21	2	479	109	0	0	0
bcCGNZ	613	95	3	22	0	493	80	0	0	0
bcFJFO	607	135	6	31	10	425	117	0	0	0
bcAZKO	600	151	4	54	2	389	134	0	0	0
bcAPNQ	593	134	2	32	3	422	116	0	0	0
bcCRGG	587	340	6	77	3	161	231	0	0	0
bcGVSD	581	179	5	29	1	367	135	0	0	0
bcBBAT	574	123	3	22	0	426	116	0	0	0
bcCQIL	568	115	9	28	2	414	102	0	0	0
bcCQFK	562	138	4	27	2	391	116	0	0	0
bcICJM	555	87	4	27	0	437	84	0	0	0
bcASZT	549	107	9	37	2	394	109	0	0	0
bcGOWM	542	88	6	14	3	431	75	0	0	0
bcIICT	536	112	4	35	2	383	104	0	0	0
bcFJBO	529	94	9	21	1	404	89	0	0	0
bcAZYP	523	87	5	23	0	408	82	0	0	0
bcIIIJ	516	125	3	14	4	370	116	0	0	0
bcBZHJ	510	229	8	55	1	217	149	0	0	0
bcDADT	504	113	3	13	0	375	90	0	0	0
bcHLEA	499	111	4	25	0	359	94	0	0	0
bcDJCL	493	85	4	20	0	384	75	0	0	0
bcFQXW	487	110	5	18	1	353	88	0	0	0
bcFLYE	480	92	6	17	2	363	83	0	0	0
bcGYMA	474	131	4	25	4	310	109	0	0	0
bcFPVT	468	243	6	51	4	164	165	0	0	0
bcEGWR	462	80	3	23	1	355	69	0	0	0
bcHXCJ	456	76	3	17	2	358	66	0	0	0
bcGFAN	449	68	7	28	0	346	65	0	0	0
bcHJVF	443	82	3	16	1	341	73	0	0	0
bcAGCC	438	84	10	20	1	323	80	0	0	0
bcHDBL	432	116	2	17	2	295	96	0	0	0
bcFMVD	426	113	1	32	1	279	85	0	0	0
bcHGPP	421	111	4	14	0	292	94	0	0	0
bcDBSL	415	123	5	32	3	252	118	0	0	0
bcFBSS	410	71	5	9	2	323	66	0	0	0
bcAOPV	404	108	4	25	2	265	103	0	0	0
bcAYNZ	397	143	4	46	1	203	107	0	0	0
bcFNCG	392	203	3	36	0	150	152	0	0	0
bcBLZH	386	88	2	30	1	265	83	0	0	0
bcECEQ	380	97	2	32	2	247	83	0	0	0
bcEPRE	374	168	4	33	1	168	110	0	0	0
bcHITI	369	95	6	23	0	245	82	0	0	0
bcHTAK	363	113	3	19	1	227	90	0	0	0
bcEWMJ	357	73	2	7	1	274	68	0	0	0
bcACNA	352	63	3	11	0	275	59	0	0	0
bcCDVT	346	174	2	25	0	145	111	0	0	0
bcARIW	340	93	2	28	2	215	87	0	0	0
bcDJOD	335	128	5	37	1	164	100	0	0	0
bcHFXE	329	163	6	40	0	120	127	0	0	0
bcHZEE	324	62	3	15	0	244	57	0	0	0
bcGEDN	319	53	0	16	1	249	50	0	0	0
bcHZJQ	313	75	5	17	0	216	57	0	0	0
bcCVCE	308	159	4	33	2	110	118	0	0	0
bcBUHW	302	178	4	50	2	68	133	0	0	0
bcIBJR	297	99	2	11	0	185	83	0	0	0
bcFDSV	292	107	1	20	0	164	73	0	0	0
bcEJIQ	286	58	3	13	0	212	51	0	0	0
bcEMVD	281	84	1	12	1	183	78	0	0	0
bcHUCG	276	75	3	16	0	182	66	0	0	0
bcEPXC	271	61	2	18	1	189	55	0	0	0
bcAMHN	266	67	3	12	0	184	59	0	0	0
bcCIIB	261	131	1	10	0	119	78	0	0	0
bcBJEY	256	58	1	15	0	182	48	0	0	0
bcDJUJ	252	49	2	14	4	183	49	0	0	0
bcDBND	66836	39607	553	13389	671	12616	40344	0	0	0
bcAVLT	29748	11932	212	11776	620	5208	12673	0	0	0
bcCBKD	21750	14229	250	2470	105	4696	12714	0	0	0
bcANLG	17483	11864	169	1924	174	3352	11316	0	0	0
bcHBYR	14047	9210	125	1500	87	3125	8854	0	0	0
bcERDY	11829	7765	111	1447	171	2335	6003	0	0	0
bcGKNC	9864	6904	84	1137	41	1698	5174	0	0	0
bcHIDX	8326	5397	87	900	24	1918	4922	0	0	0
bcEZQD	6687	4004	66	1184	64	1369	3330	0	0	0
bcBGKS	5403	2782	70	274	51	2226	2171	0	0	0
bcGNOW	4465	2806	49	487	11	1112	2153	0	0	0
bcDKZE	3847	2205	43	439	17	1143	1594	0	0	0
bcBHNN	3362	1787	25	318	36	1196	1348	0	0	0
bcHFUQ	2929	1491	33	165	33	1207	1013	0	0	0
bcEEAP	2621	553	17	119	4	1928	505	0	0	0
bcEQDQ	2378	1540	21	198	7	612	1092	0	0	0
bcHZTT	2184	541	25	108	7	1503	430	0	0	0
bcGPWA	2024	1117	11	118	10	768	814	0	0	0
bcBDDJ	1899	1107	16	246	7	523	765	0	0	0
bcBFYR	1786	309	16	78	4	1379	285	0	0	0
bcFILM	1707	357	21	188	11	1130	317	0	0	0
bcIHRM	1623	283	21	73	4	1242	268	0	0	0
bcBCNE	1561	604	12	120	13	812	406	0	0	0
bcEXFI	1503	452	11	75	4	961	332	0	0	0
bcGANZ	1447	889	16	192	13	337	613	0	0	0
bcBTSQ	1405	656	10	139	7	593	528	0	0	0
bcBNDL	1368	250	9	59	1	1049	221	0	0	0
bcBFYQ	1332	236	8	64	3	1021	204	0	0	0
bcEBBG	1293	264	13	56	3	957	268	0	0	0
bcDJKY	1263	204	10	65	3	981	195	0	0	0
bcCRMK	1233	736	16	140	4	337	554	0	0	0
bcEEDD	1207	627	5	60	3	512	394	0	0	0
bcARCY	1180	603	11	72	11	483	424	0	0	0
bcHLGX	1159	156	9	36	2	956	147	0	0	0
bcBBPG	1134	225	9	62	4	834	215	0	0	0
bcAIIB	1113	175	12	39	1	886	165	0	0	0
bcBQHN	1095	356	10	80	7	642	288	0	0	0
bcEHKD	1077	178	8	45	2	844	159	0	0	0
bcHQVO	1059	292	11	46	4	706	237	0	0	0
bcBPXL	1041	409	8	97	7	520	324	0	0	0
bcHPST	1025	162	7	35	1	820	152	0	0	0
bcBGMP	1010	390	7	79	4	530	306	0	0	0
bcIHMF	995	198	13	46	3	735	162	0	0	0
bcCCNR	981	187	10	41	2	741	179	0	0	0
bcDWRP	967	162	9	38	0	758	147	0	0	0
bcCKQF	954	171	13	32	1	737	165	0	0	0
bcFORP	943	298	4	73	5	563	241	0	0	0
bcFTPZ	930	274	6	42	2	606	209	0	0	0
bcCYIS	919	169	0	37	3	710	144	0	0	0
bcAYQX	906	155	11	18	1	721	149	0	0	0
bcAHSY	896	171	3	18	2	702	153	0	0	0
bcAVMS	886	470	13	114	5	284	372	0	0	0
bcCLBF	876	181	24	38	2	631	160	0	0	0
bcFDOI	866	307	5	78	7	469	234	0	0	0
bcBZBG	855	169	6	38	5	637	162	0	0	0
bcCNKB	845	141	11	39	0	654	132	0	0	0
bcBBAH	835	156	5	35	1	638	144	0	0	0
bcBTEI	825	141	5	29	1	649	131	0	0	0
bcCZVZ	817	267	8	61	4	477	196	0	0	0
bcBGHO	808	249	13	71	2	473	211	0	0	0
bcBAWL	800	144	9	34	5	608	138	0	0	0
bcHFOE	791	192	4	24	0	571	159	0	0	0
bcEJFA	783	131	7	21	2	622	111	0	0	0
bcHPOH	775	168	3	24	1	579	124	0	0	0
bcBDQK	767	141	3	30	2	591	122	0	0	0
bcIJGJ	759	128	5	30	2	594	120	0	0	0
bcCNEA	751	148	8	32	3	560	127	0	0	0
bcBOAL	743	160	15	31	1	536	139	0	0	0
bcELOU	735	158	7	47	3	520	145	0	0	0
bcDGEZ	727	150	9	36	0	532	142	0	0	0
bcHFEF	720	129	4	28	0	559	105	0	0	0
bcEJIG	713	126	4	19	6	558	109	0	0	0
bcGSJB	707	171	6	13	4	513	132	0	0	0
bcDLNX	700	156	7	31	1	505	152	0	0	0
bcIHTT	693	143	4	42	0	504	126	0	0	0
bcEPSY	686	247	6	27	2	404	175	0	0	0
bcDLYC	679	143	2	33	2	499	116	0	0	0
bcHIZC	672	136	1	40	2	493	101	0	0	0
bcEVPS	665	187	5	31	4	438	153	0	0	0
bcHAYK	659	323	6	87	4	239	242	0	0	0
bcAROB	652	335	6	83	7	221	242	0	0	0
bcDXJQ	645	167	5	34	1	438	144	0	0	0
bcBXUC	639	93	5	19	2	520	87	0	0	0
bcFCWX	633	116	4	24	1	488	110	0	0	0
bcGYHV	626	362	3	23	1	237	245	0	0	0
bcDYEH	620	146	6	27	1	440	102	0	0	0
bcELGC	613	161	6	42	1	403	168	0	0	0
bcCGLS	607	105	7	32	2	461	99	0	0	0
bcABMT	600	129	5	32	2	432	120	0	0	0
bcENPI	593	107	7	13	3	463	107	0	0	0
bcHMKO	587	119	0	23	2	443	92	0	0	0
bcDKVB	581	137	6	37	1	400	111	0	0	0
bcFGDB	574	116	8	34	4	412	111	0	0	0
bcHACU	568	362	5	93	2	106	222	0	0	0
bcBTLS	562	106	6	22	1	427	101	0	0	0
bcDRWL	555	108	6	26	0	415	100	0	0	0
bcBZVU	549	122	7	25	0	395	112	0	0	0
bcGAGC	542	107	2	19	3	411	80	0	0	0
bcCPAQ	536	236	7	25	5	263	167	0	0	0
bcHWRF	529	97	1	22	3	406	84	0	0	0
bcEPCQ	523	90	8	33	1	391	90	0	0	0
bcALXE	516	100	7	16	3	390	84	0	0	0
bcCRMF	511	115	5	35	4	352	109	0	0	0
bcGMXW	504	85	7	20	1	391	84	0	0	0
bcFYDF	499	115	5	35	0	344	105	0	0	0
