Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcEFXC	295	59	2	18	0	216	60	0	0	0
bcDTDF	290	39	2	5	0	244	33	0	0	0
bcFSUN	284	40	3	8	0	233	43	0	0	0
bcFQCR	279	106	5	23	1	144	102	0	0	0
bcGPQI	274	134	5	23	1	111	124	0	0	0
bcGDCH	269	34	4	5	0	226	37	0	0	0
bcBFMT	263	94	1	38	0	130	81	0	0	0
bcDIDJ	258	23	1	6	0	228	24	0	0	0
bcCHSL	253	26	0	5	0	222	26	0	0	0
bcGDDT	18725	7267	234	6009	289	4926	9074	0	0	0
bcBUML	13243	4743	144	4754	218	3384	5540	0	0	0
bcFWYS	10571	6505	129	1081	124	2732	7707	0	0	0
bcCXJJ	8821	5356	113	916	66	2370	5413	0	0	0
bcIHVL	7251	4448	90	883	54	1776	4428	0	0	0
bcEPLN	5717	3295	81	547	54	1740	3122	0	0	0
bcDVGP	4652	2707	63	504	12	1366	2770	0	0	0
bcAUWD	3738	2201	51	361	12	1113	2276	0	0	0
bcEBSO	3007	1728	43	327	6	903	1731	0	0	0
bcGLIJ	2503	1428	28	259	4	784	1299	0	0	0
bcDNDK	2192	210	22	50	1	1909	219	0	0	0
bcHEZA	1950	863	24	95	22	946	755	0	0	0
bcBEKG	1781	170	14	40	1	1556	179	0	0	0
bcEKST	1673	167	7	40	1	1458	167	0	0	0
bcAWGX	1580	146	15	31	2	1386	151	0	0	0
bcCQHU	1500	161	14	37	3	1285	157	0	0	0
bcGKRO	1436	199	18	51	2	1166	232	0	0	0
bcIJQW	1392	125	17	27	2	1221	137	0	0	0
bcFEGM	1347	716	23	174	6	428	639	0	0	0
bcBDOH	1303	192	10	52	1	1048	187	0	0	0
bcFJKT	1266	127	10	35	1	1093	138	0	0	0
bcEVIL	1235	374	18	41	6	796	305	0	0	0
bcHEVP	1203	117	11	30	0	1045	119	0	0	0
bcGAOB	1178	264	15	66	1	832	245	0	0	0
bcCPDA	1154	207	8	17	0	922	188	0	0	0
bcIDFQ	1130	562	15	121	4	428	469	0	0	0
bcHMHE	1110	517	19	119	7	448	454	0	0	0
bcIFOS	1088	182	15	46	2	843	178	0	0	0
bcFQLW	1066	106	18	26	1	915	116	0	0	0
bcBZYO	1048	113	10	28	3	894	109	0	0	0
bcBIKX	1028	466	10	124	8	420	409	0	0	0
bcCLMT	1012	110	7	26	2	867	111	0	0	0
bcHQDC	998	111	9	17	3	858	111	0	0	0
bcANGS	982	108	8	24	1	841	113	0	0	0
bcAGEH	968	125	10	28	1	804	123	0	0	0
bcGDGM	954	87	11	36	1	819	89	0	0	0
bcEEHR	940	377	7	74	6	476	310	0	0	0
bcIFMG	927	108	8	19	0	792	101	0	0	0
bcEMIJ	915	87	11	25	2	790	93	0	0	0
bcBCMU	901	104	8	15	2	772	104	0	0	0
bcADNL	890	104	11	20	0	755	111	0	0	0
bcGUDB	876	86	10	17	2	761	89	0	0	0
bcEXBX	865	117	8	31	2	707	115	0	0	0
bcAKKO	855	88	8	24	0	735	93	0	0	0
bcBDLH	845	83	8	22	1	731	84	0	0	0
bcBRGP	834	105	11	29	1	688	112	0	0	0
bcBGAE	823	117	10	26	6	664	124	0	0	0
bcDKHL	813	98	8	22	2	683	99	0	0	0
bcFCEZ	803	83	5	23	2	690	88	0	0	0
bcFMOI	792	180	7	30	3	572	148	0	0	0
bcIGNM	783	77	5	21	1	679	79	0	0	0
bcHNKP	774	86	13	24	1	650	91	0	0	0
bcDZRR	765	106	8	21	1	629	105	0	0	0
bcGFKC	755	88	2	17	1	647	85	0	0	0
bcAMHL	746	65	6	27	0	648	64	0	0	0
bcHDLX	737	102	13	12	0	610	108	0	0	0
bcFDUT	728	149	4	27	1	547	130	0	0	0
bcHSIZ	719	101	6	21	0	591	103	0	0	0
bcFHUB	711	52	5	22	0	632	52	0	0	0
bcCKGE	704	109	8	25	2	560	109	0	0	0
bcDLVO	697	87	6	25	1	578	83	0	0	0
bcHLVC	689	85	9	37	3	555	95	0	0	0
bcDXDI	682	83	5	28	0	566	89	0	0	0
bcDNZF	674	94	4	17	0	559	96	0	0	0
bcFOSK	666	84	8	18	2	554	88	0	0	0
bcFSVM	659	102	5	16	2	534	99	0	0	0
bcEOWO	651	62	4	15	0	570	62	0	0	0
bcAFJI	645	79	1	11	1	553	78	0	0	0
bcGQCY	637	304	6	51	0	276	282	0	0	0
bcBDPS	631	66	1	8	1	555	66	0	0	0
bcHAUA	623	168	2	30	1	422	147	0	0	0
bcGUBV	616	88	1	23	1	503	83	0	0	0
bcFSBC	610	119	10	31	1	449	107	0	0	0
bcAOFU	603	131	6	29	1	436	126	0	0	0
bcHCOH	596	78	1	15	0	502	76	0	0	0
bcBGFX	591	264	6	67	3	251	234	0	0	0
bcDCSL	583	68	8	19	1	487	74	0	0	0
bcDDYB	575	69	6	24	2	474	74	0	0	0
bcDAIA	569	77	5	14	3	470	77	0	0	0
bcGECI	562	191	5	58	3	305	165	0	0	0
bcBEBS	556	122	6	23	1	404	121	0	0	0
bcDDPJ	549	72	5	21	1	450	73	0	0	0
bcFSIV	543	282	6	57	6	192	264	0	0	0
bcGQBZ	536	43	3	16	0	474	46	0	0	0
bcFIVE	530	233	10	66	1	220	200	0	0	0
bcGGRW	524	62	6	21	1	434	65	0	0	0
bcCQLZ	517	62	2	10	0	443	61	0	0	0
bcFOPO	511	240	9	43	1	218	206	0	0	0
bcIFVL	505	58	2	17	1	427	56	0	0	0
bcADNS	498	65	7	12	0	414	64	0	0	0
bcHNXO	492	47	9	10	1	425	49	0	0	0
bcAPGC	486	61	6	17	0	402	62	0	0	0
bcHMGJ	479	65	3	14	3	394	62	0	0	0
bcADIV	473	34	1	17	0	421	33	0	0	0
bcCLOS	468	67	2	9	1	389	65	0	0	0
bcCKWP	461	49	1	16	0	395	46	0	0	0
bcFHWR	454	183	5	43	4	219	157	0	0	0
bcANLW	447	58	2	15	1	371	54	0	0	0
bcBFHK	442	52	2	8	0	380	48	0	0	0
bcCUTL	436	197	7	20	0	212	164	0	0	0
bcDIOK	430	57	8	11	0	354	56	0	0	0
bcGAXT	424	37	4	10	0	373	39	0	0	0
bcBHSS	418	70	5	12	1	330	68	0	0	0
bcFETU	413	50	5	14	1	343	49	0	0	0
bcAHCQ	408	184	7	34	1	182	177	0	0	0
bcBUCO	402	47	2	16	1	336	47	0	0	0
bcFGSK	396	73	2	14	1	306	68	0	0	0
bcHZYN	390	80	2	30	1	277	75	0	0	0
bcGWFJ	384	139	4	117	5	119	127	0	0	0
bcCSEL	378	57	7	10	1	303	63	0	0	0
bcESHI	373	204	9	33	4	123	167	0	0	0
bcHOIW	367	32	2	7	0	326	33	0	0	0
bcFKIB	361	46	7	6	0	302	50	0	0	0
bcFKJK	355	57	9	18	0	271	58	0	0	0
bcCAFD	350	22	2	12	0	314	23	0	0	0
bcCDZA	344	42	5	14	2	281	47	0	0	0
bcCTMZ	339	31	4	10	1	293	32	0	0	0
bcHESV	333	20	0	8	1	304	19	0	0	0
bcIFWL	328	50	5	11	1	261	52	0	0	0
bcDMJZ	322	148	4	37	1	132	126	0	0	0
bcIILZ	317	153	3	24	2	135	123	0	0	0
bcEYTN	312	72	1	9	3	227	59	0	0	0
bcFOKP	307	144	6	28	0	129	129	0	0	0
bcIDXY	301	119	6	30	0	146	105	0	0	0
bcHNWY	295	31	2	11	0	251	34	0	0	0
bcEAEA	290	100	0	16	1	173	78	0	0	0
bcERDO	284	36	1	5	2	240	36	0	0	0
bcHQUC	279	97	2	21	2	157	86	0	0	0
bcGIBP	274	90	3	26	0	155	84	0	0	0
bcCRZH	269	112	10	22	1	124	98	0	0	0
bcFQFC	263	113	4	22	2	122	106	0	0	0
bcASZA	258	32	2	1	1	222	32	0	0	0
bcAZLG	253	120	3	24	4	102	103	0	0	0
bcGTZH	18681	8994	224	4488	211	4764	10409	0	0	0
bcANRS	13204	8027	210	1252	47	3668	9121	0	0	0
bcEUVL	10552	5997	116	1156	61	3222	6702	0	0	0
bcCGER	8817	3164	104	2707	138	2704	3304	0	0	0
bcHKPJ	7245	4288	91	873	9	1984	4436	0	0	0
bcHSNL	5715	3423	84	501	15	1692	3125	0	0	0
bcFGOD	4648	2820	60	512	17	1239	2808	0	0	0
bcDJKX	3734	1261	42	736	38	1657	1159	0	0	0
bcBLXR	3006	187	37	56	2	2724	216	0	0	0
bcIDEG	2499	160	22	43	0	2274	172	0	0	0
bcDYWE	2192	1268	41	198	21	664	1184	0	0	0
bcDVVE	1947	637	34	73	14	1189	580	0	0	0
bcGEAB	1781	163	13	38	2	1565	163	0	0	0
bcCVKM	1672	864	25	218	3	562	763	0	0	0
bcEMAH	1580	968	25	142	5	440	911	0	0	0
bcBNIL	1499	153	12	44	1	1289	162	0	0	0
bcHZZF	1436	168	6	39	3	1220	167	0	0	0
bcCFFL	1392	166	9	38	1	1178	169	0	0	0
bcBTHJ	1347	105	15	28	1	1198	121	0	0	0
bcGQFI	1303	126	12	36	2	1127	131	0	0	0
bcDSOX	1266	306	14	51	4	891	272	0	0	0
bcEEOV	1236	678	19	172	7	360	626	0	0	0
bcCOCF	1203	126	12	40	0	1025	131	0	0	0
bcDVQA	1178	124	9	28	0	1017	126	0	0	0
bcGSJD	1153	101	4	21	1	1026	103	0	0	0
bcGOGF	1130	118	6	25	0	981	120	0	0	0
bcFKIU	1110	164	10	46	3	887	159	0	0	0
bcGMYI	1088	103	6	31	0	948	103	0	0	0
bcBPGA	1066	158	9	33	3	863	151	0	0	0
bcHSBM	1048	99	8	27	1	913	98	0	0	0
bcDWUL	1028	461	5	97	1	464	389	0	0	0
bcIAHY	1012	113	8	31	2	858	118	0	0	0
bcCPJO	998	97	7	34	1	859	100	0	0	0
bcGMSZ	982	472	10	22	2	476	386	0	0	0
bcBAGA	968	67	7	17	2	875	69	0	0	0
bcBJYJ	954	85	10	21	1	837	90	0	0	0
bcETYW	940	101	8	16	1	814	94	0	0	0
bcDHSY	927	86	10	25	3	803	89	0	0	0
bcDPNX	915	74	9	26	1	805	81	0	0	0
bcAAVT	901	277	8	58	4	554	256	0	0	0
bcDCFF	890	121	2	30	2	735	108	0	0	0
bcIIXJ	876	98	7	24	1	746	100	0	0	0
bcDKDE	865	474	12	110	6	263	405	0	0	0
bcCJIC	855	184	12	28	1	630	155	0	0	0
bcAXHC	845	104	5	22	6	708	104	0	0	0
bcFQWP	834	517	13	88	1	215	467	0	0	0
bcEIMP	823	111	3	24	0	685	98	0	0	0
bcBEPG	813	95	4	26	3	685	89	0	0	0
bcGQRN	803	79	4	18	0	702	76	0	0	0
bcDMMD	792	93	10	15	3	671	96	0	0	0
bcFWXF	783	68	3	26	2	684	67	0	0	0
bcAJZO	774	386	11	98	3	276	349	0	0	0
bcBISK	765	58	9	16	0	682	69	0	0	0
bcCWUP	755	85	6	14	1	649	89	0	0	0
bcCOJO	746	87	2	28	0	629	86	0	0	0
bcGNRC	737	99	5	12	3	618	94	0	0	0
bcFSTD	728	153	5	32	0	538	132	0	0	0
bcAYBK	719	86	3	17	0	613	82	0	0	0
bcBPSC	711	256	12	64	4	375	225	0	0	0
bcESPD	704	92	9	24	0	579	92	0	0	0
bcDVPH	697	69	5	23	0	600	72	0	0	0
bcFFFL	689	73	3	26	0	587	69	0	0	0
bcHBZU	682	150	8	33	4	487	134	0	0	0
bcEUXH	674	80	8	24	3	559	83	0	0	0
bcHKOZ	666	104	3	21	2	536	101	0	0	0
bcFJPP	659	64	2	24	3	566	63	0	0	0
bcEUTD	651	116	5	18	1	511	109	0	0	0
bcFBOQ	645	69	2	11	1	562	69	0	0	0
bcFUOJ	637	81	5	30	0	521	75	0	0	0
bcBIDX	630	70	7	24	1	528	73	0	0	0
bcCWES	623	82	5	25	0	511	79	0	0	0
bcHCWD	616	75	6	27	3	505	79	0	0	0
bcIEMO	610	73	4	23	0	510	68	0	0	0
bcDHCU	603	67	5	18	0	513	70	0	0	0
bcDHDI	596	278	10	62	1	245	250	0	0	0
bcEVYB	591	73	7	17	1	493	76	0	0	0
bcCDSZ	583	99	1	23	2	458	93	0	0	0
bcFMXT	575	77	7	19	3	469	78	0	0	0
bcCNOW	569	100	5	16	1	447	100	0	0	0
bcFXDN	562	58	3	17	0	484	60	0	0	0
bcECPH	556	62	6	16	2	470	63	0	0	0
bcHBXZ	549	62	3	12	0	472	58	0	0	0
bcFSHN	542	51	4	13	0	474	48	0	0	0
bcCRTD	536	84	3	24	1	424	83	0	0	0
bcFRVW	530	92	3	14	1	420	90	0	0	0
bcBKMH	524	91	5	15	0	413	94	0	0	0
bcGAHR	517	72	5	16	1	423	70	0	0	0
bcGFBE	511	201	6	60	1	243	182	0	0	0
bcGHWY	505	74	4	11	0	416	72	0	0	0
bcFUUH	498	62	3	84	3	346	61	0	0	0
bcCXMB	492	71	5	16	0	400	72	0	0	0
bcEXQG	486	46	4	23	0	413	47	0	0	0
bcBHAQ	479	67	8	20	0	384	74	0	0	0
bcDYHB	473	57	2	9	1	404	59	0	0	0
bcEFFB	468	29	4	3	0	432	32	0	0	0
bcBCOP	461	54	7	13	1	386	60	0	0	0
bcEMHB	454	55	1	12	0	386	53	0	0	0
bcCHZY	447	147	2	30	6	262	129	0	0	0
bcGAZM	442	64	4	20	3	351	67	0	0	0
bcEJUD	436	36	8	4	1	387	42	0	0	0
bcEGYK	430	60	5	6	0	359	60	0	0	0
bcDQEQ	424	38	5	19	0	362	42	0	0	0
bcGSZW	418	177	3	56	1	181	166	0	0	0
bcBMHK	413	177	8	45	3	180	163	0	0	0
bcDGEJ	408	44	5	13	1	345	48	0	0	0
bcGDRK	402	63	4	19	0	316	59	0	0	0
bcDEHB	396	55	4	5	2	330	56	0	0	0
bcHQCE	390	26	6	18	0	340	30	0	0	0
bcEGXO	384	171	3	44	0	166	147	0	0	0
bcDMEI	378	36	2	5	1	334	35	0	0	0
bcHIWR	373	187	8	45	1	132	168	0	0	0
bcFRTP	367	121	3	41	7	195	111	0	0	0
bcHOYG	361	33	3	5	0	320	35	0	0	0
bcHOEV	355	39	5	16	1	294	41	0	0	0
bcALIN	350	124	1	24	0	201	109	0	0	0
bcBTSR	344	36	4	6	0	298	40	0	0	0
bcEVYI	339	34	2	9	3	291	35	0	0	0
bcENGM	333	164	2	36	1	130	138	0	0	0
bcHEXE	328	25	1	7	0	295	26	0	0	0
bcFJEY	322	30	2	10	1	279	32	0	0	0
bcGCOE	317	46	3	10	0	258	44	0	0	0
bcDSGZ	312	45	3	9	0	255	46	0	0	0
bcHLWO	307	46	3	15	1	242	47	0	0	0
bcFXAJ	301	56	3	15	0	227	58	0	0	0
bcCFFU	295	30	1	9	0	255	33	0	0	0
bcGDLA	290	127	8	38	1	116	117	0	0	0
bcIACS	284	31	5	9	1	238	33	0	0	0
bcBPLT	279	157	10	23	0	89	146	0	0	0
bcEOGH	274	33	2	9	0	230	34	0	0	0
bcIBDD	269	131	5	40	1	92	109	0	0	0
bcENXP	263	52	1	18	1	191	47	0	0	0
bcCPQU	258	40	3	17	0	198	40	0	0	0
bcHXEH	253	30	1	6	0	216	27	0	0	0
bcDAAP	18566	11531	258	1937	90	4750	13460	0	0	0
bcDVSK	13158	3952	142	5387	250	3427	4434	0	0	0
bcHCNG	10546	5758	149	1565	55	3019	6488	0	0	0
bcFTPL	8806	5183	103	1053	54	2413	5379	0	0	0
bcEISZ	7221	4143	86	688	100	2204	4255	0	0	0
bcBCPM	5714	3085	85	640	27	1877	3165	0	0	0
bcAYPA	4632	2151	54	363	13	2051	2122	0	0	0
bcGGJZ	3728	2192	50	398	12	1076	2195	0	0	0
bcFKQI	3000	1628	49	195	18	1110	1442	0	0	0
bcIEPO	2495	1172	35	178	17	1093	1030	0	0	0
bcDRZW	2189	166	26	30	5	1962	177	0	0	0
bcCFRJ	1947	674	26	613	25	609	663	0	0	0
bcIIUD	1781	168	15	48	3	1547	163	0	0	0
bcIIIE	1672	227	14	46	3	1382	232	0	0	0
bcHALS	1580	134	9	29	2	1406	134	0	0	0
bcGIEJ	1499	143	14	47	3	1292	155	0	0	0
bcGKCN	1435	541	9	117	6	762	461	0	0	0
bcDNHE	1392	610	19	161	6	596	560	0	0	0
bcCKFY	1347	522	16	108	6	695	440	0	0	0
bcGOAT	1303	263	12	29	7	992	237	0	0	0
bcEZFU	1266	131	9	32	5	1089	133	0	0	0
bcATOW	1235	165	8	33	2	1027	162	0	0	0
bcDIWO	1203	552	9	84	7	551	465	0	0	0
bcFKMS	1178	118	10	28	4	1018	118	0	0	0
bcCJIV	1153	270	7	66	2	808	243	0	0	0
bcBGEW	1130	137	10	32	1	950	128	0	0	0
bcFAAF	1110	103	10	28	1	968	109	0	0	0
bcHOTB	1088	87	13	33	1	954	98	0	0	0
bcHCUD	1066	118	8	29	1	910	117	0	0	0
bcFGWM	1047	120	14	46	1	866	128	0	0	0
bcHXHT	1028	115	10	40	1	862	117	0	0	0
bcHNWD	1012	122	7	30	4	849	119	0	0	0
bcAHSN	998	106	6	29	3	854	107	0	0	0
bcBDMQ	982	118	7	24	1	832	116	0	0	0
bcBMZM	967	123	8	28	3	805	123	0	0	0
bcDACC	953	117	12	35	1	788	115	0	0	0
bcBONM	940	88	6	35	1	810	89	0	0	0
bcHEEJ	927	102	12	33	1	779	108	0	0	0
bcAQZZ	915	110	9	27	0	769	110	0	0	0
bcHPUJ	901	79	9	14	3	796	86	0	0	0
bcDUOO	890	88	6	26	0	770	92	0	0	0
bcDTCG	876	78	8	34	2	754	84	0	0	0
bcEHVP	865	96	9	49	3	708	107	0	0	0
bcDBBC	854	104	5	26	1	718	99	0	0	0
bcBDTJ	844	83	6	25	2	728	83	0	0	0
bcAVXC	834	104	7	25	1	697	106	0	0	0
bcEFZV	823	83	7	29	1	703	86	0	0	0
bcDIPX	813	105	7	23	1	677	113	0	0	0
bcFIZB	804	378	7	100	5	314	305	0	0	0
bcFFMX	792	83	9	18	0	682	87	0	0	0
bcETVF	783	100	7	29	3	644	95	0	0	0
bcFBOR	774	140	5	45	3	581	139	0	0	0
bcIBUP	765	71	4	26	0	664	69	0	0	0
bcFJFB	755	114	4	20	2	615	109	0	0	0
bcDQDI	746	72	8	16	0	650	79	0	0	0
bcFXDQ	737	95	8	21	2	611	97	0	0	0
bcFWLB	728	84	4	18	2	620	83	0	0	0
bcGCCT	719	60	6	20	2	631	61	0	0	0
bcEPNS	711	121	7	37	1	545	117	0	0	0
bcGAQV	704	78	2	14	2	608	73	0	0	0
bcIAJX	697	66	9	22	4	596	71	0	0	0
bcHUEL	689	92	9	11	0	577	90	0	0	0
bcDWGU	682	66	8	25	0	583	74	0	0	0
bcGHCV	674	341	9	102	5	217	313	0	0	0
bcAXJR	666	81	8	27	1	549	87	0	0	0
bcCWXV	659	51	7	15	0	586	58	0	0	0
bcHRZA	651	213	5	66	2	365	186	0	0	0
bcBZPX	645	313	7	83	1	241	266	0	0	0
bcCVKT	637	95	4	25	2	511	94	0	0	0
bcCIQP	630	88	5	16	3	518	81	0	0	0
bcBCHG	623	109	4	23	1	486	103	0	0	0
bcAQLX	616	73	6	11	0	526	75	0	0	0
bcHPCQ	610	71	6	19	1	513	72	0	0	0
bcCPGK	603	96	5	27	2	473	98	0	0	0
bcDKCJ	596	78	7	21	4	486	78	0	0	0
bcCXFM	591	94	7	22	0	468	91	0	0	0
bcBNED	583	79	1	23	2	478	74	0	0	0
bcHEAH	575	55	11	15	0	494	63	0	0	0
bcBLVZ	569	71	8	36	2	452	73	0	0	0
bcEKMJ	562	75	3	29	0	455	71	0	0	0
bcGUVM	556	90	7	22	0	437	93	0	0	0
bcFGLF	549	93	6	25	1	424	89	0	0	0
bcGUDX	542	44	4	18	0	476	44	0	0	0
bcFVHJ	536	53	2	8	0	473	53	0	0	0
bcCTZD	530	63	8	22	1	436	69	0	0	0
bcDSRV	524	62	4	16	0	442	61	0	0	0
bcERBV	517	44	7	11	0	455	44	0	0	0
bcFGWF	511	67	4	15	1	424	63	0	0	0
bcFWOO	505	68	6	15	1	415	69	0	0	0
bcFAVB	498	186	7	36	2	267	159	0	0	0
bcGXWM	492	55	3	14	1	419	55	0	0	0
bcHRCP	486	252	11	49	4	170	218	0	0	0
bcFGGR	479	202	3	43	0	231	171	0	0	0
bcERCG	473	98	2	14	1	358	79	0	0	0
bcGYYM	467	39	3	7	0	418	39	0	0	0
bcDTPR	461	52	2	19	0	388	53	0	0	0
bcGLUM	454	47	4	3	2	398	52	0	0	0
bcDVHH	447	45	4	11	0	387	49	0	0	0
bcHJAK	442	85	3	16	1	337	84	0	0	0
bcBVET	436	55	2	8	0	371	51	0	0	0
bcCVWT	430	64	6	11	1	348	62	0	0	0
bcAYZG	424	33	6	11	1	373	36	0	0	0
bcFCWR	418	57	4	11	0	346	59	0	0	0
bcATRF	413	54	8	12	0	339	50	0	0	0
bcACMM	408	156	2	51	5	194	132	0	0	0
bcGOZQ	402	31	3	10	0	358	32	0	0	0
bcAPGN	396	79	6	17	0	294	77	0	0	0
bcAYZW	390	111	4	22	2	251	93	0	0	0
bcDRMO	384	188	3	52	0	141	161	0	0	0
bcCNCY	378	52	3	17	6	300	51	0	0	0
bcFOLO	373	158	5	42	0	168	130	0	0	0
bcEHLH	367	43	1	15	0	308	41	0	0	0
bcGUTP	361	45	3	11	0	302	46	0	0	0
bcHKMD	355	46	8	9	3	289	46	0	0	0
bcDUHC	350	32	2	5	2	309	34	0	0	0
bcFDQN	344	18	6	9	0	311	25	0	0	0
bcADOH	339	125	5	18	4	187	106	0	0	0
bcFGDP	333	41	7	17	0	268	45	0	0	0
bcFAJF	328	160	4	37	1	126	132	0	0	0
bcDGIO	322	62	3	9	1	247	58	0	0	0
bcBBIK	317	145	4	30	1	137	134	0	0	0
bcHCHL	312	141	4	30	3	134	133	0	0	0
bcCZDN	307	26	1	10	0	270	26	0	0	0
bcCWGK	301	23	1	5	0	272	22	0	0	0
bcBECY	295	33	2	7	0	253	31	0	0	0
bcDHDY	290	54	2	14	0	220	54	0	0	0
bcCNSE	284	45	3	6	0	230	45	0	0	0
bcCUFM	279	29	0	5	0	245	28	0	0	0
bcDYFO	274	108	6	25	1	134	98	0	0	0
bcCSZJ	269	38	1	13	0	217	34	0	0	0
bcAPYQ	263	127	5	26	0	105	115	0	0	0
bcERFK	258	27	5	4	0	222	29	0	0	0
bcBWQF	253	65	8	13	0	167	65	0	0	0
bcFPJQ	18552	11517	264	1837	48	4886	13281	0	0	0
bcHQUS	13156	7967	173	1449	42	3525	9226	0	0	0
bcHUEY	10537	6121	142	823	62	3389	7407	0	0	0
bcBOIF	8805	5659	139	969	49	1989	6102	0	0	0
bcAIMM	7212	4276	96	835	60	1945	4826	0	0	0
bcHHLC	5709	3361	91	673	15	1569	3633	0	0	0
bcBLAF	4621	2735	64	337	10	1475	2632	0	0	0
bcHGEV	3724	2092	53	300	19	1260	2000	0	0	0
bcDGZR	2996	1872	43	277	13	791	1860	0	0	0
bcGCIP	2494	744	40	95	23	1592	699	0	0	0
bcDJXO	2188	701	36	195	3	1253	699	0	0	0
bcCPCZ	1947	234	20	43	0	1650	253	0	0	0
bcFRMV	1781	780	20	85	15	881	648	0	0	0
bcHSFX	1672	177	15	45	3	1432	183	0	0	0
bcFSEY	1579	170	19	40	4	1346	182	0	0	0
bcDTTB	1499	365	15	93	3	1023	331	0	0	0
bcBJWR	1435	154	11	28	1	1241	159	0	0	0
bcEKBV	1392	196	15	48	3	1130	206	0	0	0
bcGUZR	1346	150	17	33	1	1145	159	0	0	0
bcGBRC	1302	131	7	30	0	1134	133	0	0	0
bcHLNL	1265	112	13	25	0	1115	118	0	0	0
bcBCCT	1236	439	25	67	11	694	411	0	0	0
bcCEDV	1203	145	9	35	1	1013	143	0	0	0
bcAVUQ	1177	141	13	24	1	998	147	0	0	0
bcFPKK	1153	98	16	43	2	994	106	0	0	0
bcAQGD	1130	115	7	24	1	983	112	0	0	0
bcGDHN	1109	590	19	154	7	339	549	0	0	0
bcBPUP	1088	100	8	28	1	951	105	0	0	0
bcCJUB	1066	79	9	28	1	949	84	0	0	0
bcAYBX	1047	329	15	64	1	638	280	0	0	0
bcBLQX	1028	113	12	26	0	877	116	0	0	0
bcADXG	1012	103	12	23	2	872	109	0	0	0
bcIDNB	997	109	13	24	2	849	109	0	0	0
bcEYOG	982	96	10	23	2	851	98	0	0	0
bcFTBH	967	233	14	51	2	667	223	0	0	0
bcHSBL	953	60	6	23	4	860	63	0	0	0
bcAHDA	940	137	13	32	1	757	135	0	0	0
bcGHTN	927	129	4	26	1	767	111	0	0	0
bcDAYB	915	105	9	34	3	764	110	0	0	0
bcGKAQ	902	113	6	18	1	764	104	0	0	0
bcAMTT	890	107	11	20	2	750	112	0	0	0
bcAYBY	876	388	19	87	7	375	335	0	0	0
bcDTZW	865	92	11	14	1	747	101	0	0	0
bcAMHV	854	105	9	30	3	707	105	0	0	0
bcDJGC	844	109	10	21	2	702	106	0	0	0
bcFGCJ	834	101	5	32	1	695	100	0	0	0
bcBIMZ	823	101	6	19	2	695	105	0	0	0
bcAWZE	813	104	9	19	1	680	109	0	0	0
bcIHNR	802	94	8	18	2	680	98	0	0	0
bcFNKP	792	362	7	98	6	319	314	0	0	0
bcDQKA	783	98	3	22	2	658	92	0	0	0
bcCJHP	774	121	9	24	0	620	118	0	0	0
bcDBOQ	765	86	9	23	1	646	94	0	0	0
bcATXG	755	95	7	20	2	631	98	0	0	0
bcAIVS	746	70	7	16	0	653	77	0	0	0
bcGGMC	737	323	5	74	10	325	279	0	0	0
bcGJGB	727	109	7	25	0	586	102	0	0	0
bcBCYX	719	70	5	22	0	622	65	0	0	0
bcFDHO	711	107	9	18	0	577	109	0	0	0
bcGSOT	704	363	6	83	4	248	306	0	0	0
bcFIBE	696	76	10	20	1	589	84	0	0	0
bcENYF	689	116	10	37	4	522	114	0	0	0
bcGXQA	682	68	3	19	0	592	70	0	0	0
bcGPKS	674	96	4	23	0	551	98	0	0	0
bcGKZR	666	262	8	63	9	324	217	0	0	0
bcAGHD	659	76	7	13	0	563	78	0	0	0
bcEYMN	651	72	7	25	1	546	77	0	0	0
bcADOD	644	81	8	17	1	537	78	0	0	0
bcGXMB	637	53	1	16	1	566	51	0	0	0
bcFCDB	630	84	11	16	0	519	89	0	0	0
bcHWCM	623	182	9	13	1	418	151	0	0	0
bcIILU	616	59	6	13	0	538	53	0	0	0
bcDOUA	610	103	5	32	1	469	105	0	0	0
bcEJEL	604	76	3	23	1	501	73	0	0	0
bcEMVC	596	99	4	16	0	477	89	0	0	0
bcCRRJ	591	89	8	27	2	465	85	0	0	0
bcEHUW	583	67	8	17	0	491	70	0	0	0
bcDLRP	575	59	5	16	0	495	61	0	0	0
bcFRSW	569	243	3	54	2	267	197	0	0	0
bcGBYR	562	64	5	19	1	473	64	0	0	0
bcEFTE	556	65	7	17	1	466	70	0	0	0
bcHCIH	549	70	6	21	1	451	74	0	0	0
bcBNWH	542	70	7	19	3	443	75	0	0	0
bcGBGL	536	56	2	14	2	462	46	0	0	0
bcFOPF	530	42	5	18	0	465	48	0	0	0
bcEPCS	524	46	4	14	1	459	46	0	0	0
bcHMVU	517	101	3	10	1	402	93	0	0	0
bcELPF	511	228	11	60	1	211	205	0	0	0
bcEYNA	505	59	4	14	0	428	60	0	0	0
bcENMQ	498	67	10	16	0	405	71	0	0	0
bcBJWP	492	79	3	22	2	386	74	0	0	0
bcIBZA	486	60	4	12	1	409	63	0	0	0
bcAERF	479	76	3	16	0	384	79	0	0	0
