,Basal,Secretory-1,Secretory-2,Secretory-3,Multiciliated,Ionocyte/Tuft,PNEC,Cell cycle,Ribosomal,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
PCDH8,1.84E-05,3.41E-05,1.46E-04,0.00E+00,0.00E+00,5.29E-05,6.44E-06,1.41E-04,3.44E-05,0.00E+00,0.00E+00,1.41E-05,2.07E-05,7.51E-06,2.21E-05,9.09E-06,7.11E-06,0.00E+00,4.43E-05,9.70E-06
PCDHB11,6.74E-05,3.73E-04,2.71E-04,1.92E-04,4.68E-06,2.40E-04,5.46E-05,0.00E+00,7.85E-05,0.00E+00,9.47E-05,0.00E+00,4.77E-05,3.87E-05,0.00E+00,4.02E-05,0.00E+00,0.00E+00,1.69E-04,6.49E-05
PCDHB16,0.00E+00,1.86E-04,8.94E-05,2.87E-04,0.00E+00,4.01E-04,2.51E-04,0.00E+00,6.87E-05,0.00E+00,3.25E-05,1.61E-05,1.15E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.23E-05,1.48E-04
PCGF5,2.65E-04,4.02E-04,3.74E-04,5.05E-04,2.66E-04,3.67E-04,5.80E-04,2.11E-04,3.79E-04,0.00E+00,0.00E+00,0.00E+00,4.09E-04,2.03E-04,1.13E-03,6.71E-04,7.19E-04,6.59E-04,1.91E-04,3.95E-07
PCK2,0.00E+00,1.08E-04,2.38E-04,5.39E-05,5.96E-05,1.87E-05,3.97E-06,2.20E-04,7.31E-05,2.13E-04,9.79E-05,1.32E-04,0.00E+00,5.92E-06,2.54E-05,1.87E-03,1.48E-03,0.00E+00,1.33E-04,1.07E-05
PCLAF,0.00E+00,0.00E+00,0.00E+00,2.92E-05,7.06E-05,0.00E+00,0.00E+00,7.53E-03,4.26E-04,6.37E-06,0.00E+00,0.00E+00,0.00E+00,4.00E-05,1.63E-05,0.00E+00,5.05E-05,0.00E+00,8.60E-07,9.96E-06
PCNA,2.90E-04,0.00E+00,1.95E-04,2.27E-04,1.95E-04,3.34E-04,4.60E-05,2.57E-03,5.53E-04,0.00E+00,0.00E+00,0.00E+00,4.92E-05,2.17E-04,8.49E-04,6.32E-05,7.26E-05,1.26E-03,2.61E-04,3.80E-04
PDCD1LG2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-04,1.82E-05,1.87E-04,3.65E-04,3.61E-04,6.67E-04,0.00E+00,1.40E-04,2.91E-04
PDCD5,6.38E-04,2.08E-04,4.68E-04,7.06E-05,1.28E-04,2.65E-04,1.84E-04,5.92E-04,8.92E-04,0.00E+00,2.90E-04,6.14E-04,0.00E+00,2.10E-04,0.00E+00,9.71E-04,1.23E-03,0.00E+00,1.30E-04,2.88E-04
PDE1C,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-02,0.00E+00,0.00E+00,0.00E+00,4.35E-08,0.00E+00,0.00E+00,0.00E+00,1.47E-06,0.00E+00,0.00E+00,3.07E-06,0.00E+00,0.00E+00,0.00E+00
PDE3A,0.00E+00,0.00E+00,0.00E+00,1.58E-04,0.00E+00,1.62E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.05E-03,6.86E-05,2.89E-05,0.00E+00,0.00E+00,1.97E-05,0.00E+00,0.00E+00
PDE4B,4.92E-05,1.14E-05,1.30E-04,5.36E-05,0.00E+00,2.08E-03,0.00E+00,0.00E+00,0.00E+00,4.54E-05,0.00E+00,8.64E-05,1.96E-05,1.71E-05,1.31E-04,0.00E+00,5.33E-06,0.00E+00,4.00E-05,0.00E+00
PDE8B,0.00E+00,0.00E+00,1.24E-03,9.59E-04,2.65E-04,0.00E+00,3.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.18E-04,2.63E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PDGFB,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.85E-03,5.10E-04
PDIA3,1.14E-03,7.80E-04,1.02E-03,8.39E-04,2.02E-04,3.21E-04,4.75E-04,3.66E-04,2.44E-04,0.00E+00,2.89E-04,4.51E-04,4.64E-04,4.86E-04,1.04E-03,3.17E-04,8.43E-04,5.58E-04,4.35E-04,1.18E-03
PDIA4,9.20E-04,5.78E-04,1.06E-03,4.27E-04,3.71E-04,1.17E-04,1.38E-04,5.02E-04,2.54E-04,2.09E-05,1.66E-04,6.33E-04,4.91E-04,3.92E-04,1.02E-03,3.36E-04,2.11E-04,5.38E-04,7.50E-04,1.36E-03
PDIA6,1.55E-03,7.07E-04,1.16E-03,5.03E-04,2.11E-04,2.28E-04,3.77E-04,8.61E-04,5.44E-04,0.00E+00,1.77E-04,8.45E-04,2.55E-04,3.48E-04,9.35E-04,5.78E-04,5.56E-04,4.11E-04,4.88E-04,1.11E-03
PDK4,0.00E+00,3.54E-04,3.96E-05,4.16E-04,4.84E-04,0.00E+00,0.00E+00,8.71E-07,0.00E+00,6.96E-04,0.00E+00,0.00E+00,4.03E-04,0.00E+00,5.67E-05,0.00E+00,0.00E+00,6.70E-04,0.00E+00,0.00E+00
PDLIM1,2.49E-03,4.17E-04,0.00E+00,4.61E-06,8.67E-04,0.00E+00,0.00E+00,0.00E+00,1.09E-03,0.00E+00,5.59E-04,2.23E-04,1.82E-03,0.00E+00,5.09E-04,2.58E-05,8.42E-04,1.46E-05,6.74E-04,8.94E-04
PDLIM4,2.95E-04,2.09E-05,0.00E+00,1.28E-04,6.14E-04,2.50E-04,4.73E-05,0.00E+00,0.00E+00,0.00E+00,6.42E-04,9.03E-04,1.19E-04,7.34E-04,1.09E-04,0.00E+00,0.00E+00,0.00E+00,8.15E-04,1.35E-03
PDLIM7,4.14E-05,0.00E+00,0.00E+00,2.95E-05,3.37E-05,1.46E-06,3.79E-05,6.45E-05,1.31E-05,0.00E+00,2.86E-05,1.41E-03,8.99E-05,0.00E+00,8.30E-05,0.00E+00,1.63E-04,0.00E+00,1.22E-03,1.01E-03
PDP1,1.74E-04,4.27E-04,4.28E-04,9.38E-04,1.20E-06,3.12E-04,1.42E-04,7.56E-06,7.82E-05,7.74E-04,0.00E+00,4.25E-04,4.90E-04,3.96E-05,2.70E-04,7.12E-04,1.27E-03,9.61E-04,4.42E-05,0.00E+00
PDPN,7.77E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E-05,0.00E+00,0.00E+00,0.00E+00,2.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E-04,0.00E+00,0.00E+00,2.01E-03
PDXK,5.24E-04,9.05E-04,8.22E-04,7.21E-04,2.72E-04,6.91E-06,3.28E-06,4.07E-04,1.41E-04,0.00E+00,4.37E-04,6.34E-04,9.77E-04,9.04E-04,8.81E-05,2.98E-04,2.23E-04,2.86E-04,1.43E-03,1.42E-03
PDZK1IP1,2.04E-05,1.33E-04,2.83E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-04,0.00E+00,2.69E-04,2.89E-05,5.35E-05,0.00E+00,3.88E-03,0.00E+00,0.00E+00,0.00E+00,7.25E-04,1.85E-05,0.00E+00
PDZRN3,0.00E+00,2.31E-05,0.00E+00,8.12E-06,0.00E+00,1.88E-03,2.13E-03,0.00E+00,0.00E+00,0.00E+00,3.02E-05,0.00E+00,1.12E-03,8.41E-05,0.00E+00,0.00E+00,0.00E+00,1.84E-05,0.00E+00,0.00E+00
PEA15,1.84E-04,4.66E-04,4.96E-04,6.42E-05,5.62E-05,0.00E+00,1.60E-05,8.50E-05,0.00E+00,1.96E-03,7.44E-04,1.66E-03,7.39E-04,5.11E-04,1.09E-04,1.18E-03,3.36E-04,2.27E-04,9.59E-04,1.04E-03
PEG10,0.00E+00,2.86E-05,6.50E-05,1.02E-03,0.00E+00,0.00E+00,1.98E-03,7.30E-04,7.36E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.67E-04,1.04E-04,0.00E+00,0.00E+00,1.33E-05,0.00E+00,0.00E+00
PELI1,1.75E-04,4.42E-04,3.96E-04,3.96E-04,3.47E-04,2.88E-04,6.28E-05,1.41E-04,4.47E-04,9.23E-04,6.96E-04,3.99E-06,4.34E-04,0.00E+00,1.64E-04,2.85E-04,2.78E-04,3.87E-04,3.10E-04,1.57E-04
PERP,1.60E-03,7.95E-04,7.03E-05,1.65E-04,7.49E-04,4.19E-04,7.36E-05,0.00E+00,4.92E-04,2.46E-03,4.84E-03,3.56E-05,6.69E-04,4.48E-06,1.38E-04,8.78E-04,2.68E-04,8.34E-04,1.21E-03,6.54E-04
PFDN2,1.89E-04,5.49E-04,4.02E-04,1.18E-04,2.16E-04,4.04E-04,5.28E-04,6.38E-04,6.46E-04,0.00E+00,2.52E-04,6.59E-04,2.13E-04,4.82E-04,3.54E-04,9.28E-04,7.70E-04,4.32E-04,6.21E-04,7.14E-04
PFKFB3,1.08E-03,1.76E-03,7.02E-05,1.88E-04,1.64E-04,1.66E-04,1.09E-04,8.55E-05,0.00E+00,1.29E-04,0.00E+00,5.05E-04,1.02E-03,0.00E+00,3.34E-05,2.69E-05,2.14E-04,2.24E-04,1.31E-04,2.25E-04
PFKP,4.36E-04,6.12E-04,5.47E-04,0.00E+00,4.01E-04,8.85E-04,1.41E-04,2.62E-04,2.42E-04,0.00E+00,2.02E-04,1.57E-03,1.37E-03,9.55E-04,8.56E-05,3.00E-04,9.75E-04,2.18E-04,7.35E-04,8.03E-04
PFN1,9.52E-04,2.28E-04,4.68E-04,5.24E-04,1.93E-04,4.38E-04,3.09E-04,1.03E-03,6.69E-04,0.00E+00,3.91E-04,2.50E-03,4.87E-04,4.96E-04,0.00E+00,8.03E-04,1.44E-03,0.00E+00,4.26E-04,6.72E-04
PFN2,6.78E-04,4.06E-04,5.22E-04,5.18E-04,1.46E-03,1.47E-03,9.23E-04,4.62E-04,1.06E-03,0.00E+00,0.00E+00,3.92E-04,7.79E-04,1.89E-04,3.69E-04,1.02E-03,6.36E-04,4.97E-05,1.91E-04,8.52E-04
PGAM1,1.36E-03,4.63E-04,3.61E-04,0.00E+00,5.36E-06,1.57E-04,7.10E-05,7.62E-04,7.66E-04,1.53E-04,8.78E-04,8.93E-04,1.72E-03,4.13E-04,4.51E-04,3.96E-04,1.41E-03,1.60E-05,4.59E-04,1.11E-03
PGBD5,0.00E+00,1.70E-04,0.00E+00,1.71E-05,0.00E+00,0.00E+00,6.81E-05,0.00E+00,0.00E+00,0.00E+00,1.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E-05,3.59E-03,0.00E+00
PGK1,1.07E-03,8.10E-04,9.70E-04,1.44E-04,2.25E-04,5.41E-04,2.98E-04,5.39E-04,6.03E-04,2.23E-04,6.01E-04,1.92E-03,2.13E-03,5.07E-04,0.00E+00,6.89E-04,1.28E-03,0.00E+00,1.90E-04,6.42E-04
PGM2,4.15E-04,1.41E-03,8.04E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.98E-04,1.29E-03,1.34E-05,1.34E-03,0.00E+00,2.09E-04,0.00E+00,4.99E-04,1.49E-04,3.63E-04,6.16E-04,1.01E-04,4.29E-05
PGM2L1,0.00E+00,8.56E-04,2.77E-04,7.89E-04,1.24E-03,4.04E-05,2.45E-04,9.19E-05,0.00E+00,0.00E+00,0.00E+00,1.65E-04,1.64E-03,4.37E-04,1.53E-04,0.00E+00,1.75E-05,0.00E+00,1.24E-03,7.07E-04
PHACTR3,3.38E-04,1.07E-03,7.00E-05,0.00E+00,0.00E+00,4.02E-04,5.67E-05,1.40E-04,4.95E-05,1.51E-04,8.32E-05,8.69E-05,0.00E+00,0.00E+00,3.77E-04,5.32E-05,0.00E+00,1.02E-03,0.00E+00,0.00E+00
PHGDH,0.00E+00,0.00E+00,1.81E-04,4.76E-04,3.74E-04,0.00E+00,1.95E-04,1.45E-03,2.00E-04,1.12E-04,1.72E-04,4.77E-04,0.00E+00,0.00E+00,0.00E+00,1.22E-03,2.69E-04,0.00E+00,2.83E-04,8.77E-05
PHGR1,0.00E+00,2.09E-04,0.00E+00,0.00E+00,0.00E+00,1.51E-03,5.88E-03,0.00E+00,0.00E+00,3.93E-04,1.28E-04,0.00E+00,0.00E+00,9.68E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PHLDA1,4.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-03,1.64E-04,0.00E+00,0.00E+00,1.04E-03,0.00E+00,1.54E-03,2.57E-03,0.00E+00,0.00E+00,3.69E-04,2.16E-03,0.00E+00,0.00E+00,0.00E+00
PHLDA2,1.71E-04,1.11E-03,3.05E-05,3.41E-04,0.00E+00,0.00E+00,2.21E-05,2.01E-04,0.00E+00,3.96E-04,1.73E-03,1.08E-03,3.73E-04,1.02E-03,2.59E-04,0.00E+00,1.29E-03,1.01E-03,7.25E-04,1.95E-04
PHLDA3,4.11E-04,1.49E-04,0.00E+00,1.55E-04,1.40E-04,0.00E+00,0.00E+00,0.00E+00,5.98E-05,0.00E+00,1.48E-03,3.06E-04,4.93E-04,2.09E-04,7.01E-04,1.34E-03,1.80E-04,7.05E-04,6.02E-04,5.60E-04
PHLDB1,6.55E-04,4.22E-05,4.30E-05,1.26E-04,4.94E-05,2.09E-04,8.97E-05,1.68E-04,0.00E+00,0.00E+00,0.00E+00,9.63E-04,1.03E-04,5.19E-05,4.30E-04,0.00E+00,0.00E+00,2.60E-05,0.00E+00,1.55E-03
PHLDB2,1.12E-03,1.32E-04,0.00E+00,0.00E+00,0.00E+00,5.81E-05,4.39E-06,0.00E+00,0.00E+00,0.00E+00,5.04E-04,7.72E-04,3.25E-04,4.86E-04,2.15E-04,8.87E-04,5.12E-04,2.50E-04,9.40E-04,2.43E-04
PI3,0.00E+00,0.00E+00,2.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-04,0.00E+00,2.65E-03,4.19E-04,0.00E+00,0.00E+00,8.51E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PI4K2A,7.11E-04,7.23E-04,7.02E-05,1.20E-04,1.13E-04,1.01E-04,3.18E-05,0.00E+00,4.48E-05,1.32E-04,6.07E-04,6.49E-04,1.06E-03,2.31E-04,6.18E-04,7.22E-05,5.24E-04,3.68E-04,1.80E-04,9.80E-04
PICALM,5.32E-04,1.02E-03,3.45E-04,1.53E-04,2.03E-04,5.42E-04,6.36E-05,1.51E-04,2.43E-04,1.00E-03,3.03E-04,7.64E-04,2.31E-04,3.30E-04,3.62E-04,7.88E-04,3.31E-04,7.39E-04,1.12E-03,2.52E-04
PIFO,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.76E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.42E-06
PIGR,0.00E+00,0.00E+00,2.04E-03,3.54E-03,3.51E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.32E-03,0.00E+00,0.00E+00,0.00E+00,3.62E-05,0.00E+00,0.00E+00
PIK3AP1,0.00E+00,0.00E+00,9.43E-05,7.07E-05,2.84E-04,7.89E-05,1.51E-03,2.66E-04,0.00E+00,5.38E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-04,0.00E+00,0.00E+00,1.64E-04,0.00E+00,6.56E-06
PIK3R1,1.19E-03,3.61E-04,1.84E-04,6.63E-04,6.82E-05,5.40E-04,1.02E-04,4.56E-04,4.44E-04,0.00E+00,0.00E+00,0.00E+00,1.24E-03,1.45E-04,9.30E-04,3.03E-05,9.32E-05,3.17E-06,3.78E-05,3.59E-04
PIM1,8.87E-05,1.83E-04,0.00E+00,8.07E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.43E-04,9.29E-04,8.88E-04,1.03E-04,0.00E+00,3.44E-05,9.34E-04,0.00E+00,1.47E-05,2.46E-03,4.81E-04
PIM3,1.38E-04,1.58E-03,1.10E-03,1.50E-03,1.05E-05,4.89E-04,3.43E-04,3.53E-04,9.14E-05,1.10E-03,0.00E+00,1.20E-04,1.75E-04,7.30E-04,8.91E-04,3.35E-04,1.99E-04,7.89E-04,4.96E-05,2.96E-05
PIP,1.24E-04,1.08E-03,3.89E-06,3.08E-04,2.65E-05,4.36E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.10E-05,1.92E-04,7.47E-04,0.00E+00,0.00E+00,0.00E+00,2.72E-04,0.00E+00,8.58E-05
PIP4K2C,2.30E-04,5.52E-04,3.16E-04,4.20E-04,2.98E-04,8.18E-04,2.74E-04,9.01E-05,1.40E-04,2.90E-04,1.24E-04,8.84E-04,1.52E-04,4.92E-04,4.93E-04,7.50E-04,6.16E-04,6.82E-04,7.79E-04,5.48E-04
PIP5K1A,5.82E-04,6.62E-04,4.98E-04,2.52E-04,3.50E-05,3.54E-04,2.11E-04,1.41E-04,2.05E-04,4.10E-04,2.14E-04,4.89E-04,3.61E-04,3.32E-04,4.30E-04,5.67E-04,7.95E-04,2.96E-04,5.76E-04,4.58E-04
PITX1,8.49E-04,7.92E-04,7.57E-05,3.85E-04,2.36E-04,0.00E+00,0.00E+00,8.37E-04,3.55E-04,1.19E-03,3.24E-03,0.00E+00,2.06E-04,1.21E-03,8.03E-04,5.99E-04,2.66E-04,9.40E-04,3.48E-05,0.00E+00
PKDCC,0.00E+00,0.00E+00,8.16E-06,4.06E-05,0.00E+00,0.00E+00,4.17E-05,0.00E+00,0.00E+00,0.00E+00,2.37E-04,0.00E+00,7.05E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.69E-04,1.11E-03
PKIB,0.00E+00,0.00E+00,5.29E-05,2.86E-04,5.50E-04,9.62E-04,1.72E-03,0.00E+00,4.64E-05,0.00E+00,3.20E-05,0.00E+00,8.56E-04,8.00E-05,6.15E-06,0.00E+00,2.13E-07,3.52E-04,1.39E-03,0.00E+00
PKM,1.81E-03,1.62E-03,9.52E-04,7.16E-04,3.13E-04,2.30E-04,2.55E-04,3.19E-04,5.08E-04,0.00E+00,9.73E-04,1.39E-03,1.47E-03,7.16E-04,2.60E-04,2.06E-04,1.07E-03,3.85E-04,2.46E-04,1.20E-03
PKP1,4.81E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.40E-04,1.51E-04,0.00E+00,5.27E-03,5.63E-04,1.47E-03,0.00E+00,0.00E+00,2.52E-04,0.00E+00,0.00E+00,9.59E-04,5.93E-04
PLA2G4D,0.00E+00,4.54E-05,1.50E-05,1.40E-05,0.00E+00,1.13E-03,1.07E-04,0.00E+00,3.91E-05,1.61E-04,0.00E+00,0.00E+00,0.00E+00,2.16E-05,0.00E+00,0.00E+00,1.38E-05,2.56E-05,2.65E-05,0.00E+00
PLA2G4E,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.52E-07,0.00E+00,2.33E-04,0.00E+00,0.00E+00,1.73E-03,7.50E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PLAC1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PLAC8,0.00E+00,0.00E+00,2.74E-04,4.40E-04,2.49E-03,1.76E-06,1.73E-04,0.00E+00,3.67E-04,3.11E-04,3.06E-04,0.00E+00,0.00E+00,1.07E-05,4.08E-04,0.00E+00,0.00E+00,1.21E-03,0.00E+00,0.00E+00
PLAT,0.00E+00,1.40E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.94E-04,0.00E+00,1.77E-04,1.15E-04,2.33E-06,0.00E+00,0.00E+00,0.00E+00,1.12E-06,0.00E+00,2.39E-05,0.00E+00
PLAU,1.93E-05,1.86E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.75E-04,3.13E-04,1.00E-03,4.16E-04,0.00E+00,2.59E-05,0.00E+00,2.74E-04,7.27E-04,3.21E-03,8.08E-04
PLAUR,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.16E-04,2.92E-04,1.22E-03,2.81E-04,0.00E+00,2.79E-04,8.59E-04,3.66E-04,4.37E-04,2.69E-03,7.80E-05
PLCB2,5.59E-05,7.46E-06,3.29E-05,0.00E+00,1.78E-04,1.77E-03,9.72E-04,0.00E+00,0.00E+00,5.49E-06,0.00E+00,0.00E+00,1.86E-05,1.10E-04,2.52E-05,0.00E+00,1.09E-05,4.96E-06,2.59E-06,1.92E-05
PLCG2,4.47E-05,5.42E-05,1.13E-05,0.00E+00,4.68E-05,9.29E-03,4.16E-04,1.41E-04,7.07E-05,2.97E-05,5.18E-05,1.62E-05,1.74E-04,1.49E-04,1.22E-05,8.81E-05,1.43E-04,0.00E+00,9.46E-05,1.25E-04
PLEC,6.97E-04,7.17E-04,1.80E-04,4.84E-04,4.18E-04,1.08E-05,1.12E-04,1.43E-04,0.00E+00,0.00E+00,4.79E-04,2.73E-03,0.00E+00,3.51E-04,3.42E-04,8.08E-04,7.45E-04,1.11E-04,4.52E-04,7.22E-04
PLEK2,1.22E-04,0.00E+00,1.05E-05,1.81E-04,0.00E+00,2.90E-04,8.42E-05,2.95E-04,9.06E-05,0.00E+00,0.00E+00,2.87E-03,1.54E-06,0.00E+00,3.24E-04,0.00E+00,5.24E-04,0.00E+00,3.07E-04,6.11E-04
PLEKHB1,0.00E+00,0.00E+00,9.90E-05,4.64E-04,2.37E-03,4.48E-04,2.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-05,6.03E-05,1.16E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PLEKHG3,7.48E-04,3.50E-04,1.33E-05,6.81E-05,5.32E-06,2.97E-04,1.89E-04,1.11E-04,5.53E-05,0.00E+00,4.93E-04,4.87E-04,8.11E-04,6.75E-05,1.82E-04,1.15E-04,6.59E-04,0.00E+00,8.00E-04,8.38E-04
PLEKHS1,0.00E+00,0.00E+00,3.04E-03,1.87E-03,1.21E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.24E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
PLIN2,3.30E-04,7.30E-04,0.00E+00,1.03E-04,0.00E+00,3.28E-05,0.00E+00,3.13E-05,1.57E-04,3.48E-04,0.00E+00,0.00E+00,1.47E-03,1.17E-04,3.71E-04,5.00E-04,3.93E-04,2.75E-04,0.00E+00,6.16E-05
PLK1,0.00E+00,1.50E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.68E-03,0.00E+00,1.44E-05,0.00E+00,0.00E+00,4.06E-05,4.12E-05,6.92E-06,0.00E+00,1.86E-05,2.26E-05,1.49E-05,2.24E-06
PLK2,1.71E-04,1.38E-03,1.98E-03,9.69E-04,0.00E+00,2.56E-04,0.00E+00,0.00E+00,2.60E-04,0.00E+00,1.24E-04,2.62E-04,1.59E-04,0.00E+00,4.60E-04,1.23E-04,1.41E-05,6.37E-04,1.07E-03,1.86E-04
PLK4,4.15E-05,0.00E+00,4.51E-05,7.87E-05,1.92E-04,0.00E+00,6.60E-05,2.60E-03,6.49E-05,1.94E-05,6.66E-06,0.00E+00,1.00E-04,1.05E-04,4.17E-05,0.00E+00,7.98E-06,1.60E-05,3.87E-05,0.00E+00
PLOD2,5.87E-04,7.41E-04,4.64E-04,2.91E-05,1.33E-04,0.00E+00,0.00E+00,3.21E-04,4.85E-05,0.00E+00,0.00E+00,1.91E-03,1.24E-03,3.17E-05,2.43E-04,4.39E-05,4.52E-04,0.00E+00,1.99E-05,6.51E-04
PLP2,1.11E-03,0.00E+00,0.00E+00,0.00E+00,1.68E-04,0.00E+00,1.56E-04,1.27E-03,1.24E-03,0.00E+00,8.61E-04,1.39E-03,4.80E-04,6.72E-05,0.00E+00,2.00E-05,3.12E-04,0.00E+00,1.27E-04,6.45E-04
PLPP1,1.14E-03,8.91E-04,3.97E-04,5.21E-04,1.13E-04,1.46E-04,1.22E-05,0.00E+00,7.32E-05,0.00E+00,2.84E-04,0.00E+00,2.96E-04,4.73E-07,3.97E-04,6.57E-05,1.43E-04,2.23E-04,6.45E-04,7.27E-04
PLS1,3.89E-05,7.11E-04,9.86E-04,6.41E-04,6.05E-04,5.25E-05,1.67E-03,1.80E-04,4.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.83E-03,4.87E-05,1.96E-04,0.00E+00,5.56E-04,8.17E-05,0.00E+00
PLS3,1.07E-03,4.14E-04,9.35E-05,3.18E-05,7.46E-05,0.00E+00,8.71E-05,2.66E-04,4.38E-04,1.53E-03,1.58E-03,1.03E-03,0.00E+00,0.00E+00,3.73E-04,1.07E-03,6.14E-04,1.12E-03,1.09E-03,3.78E-04
PLSCR1,0.00E+00,3.02E-04,2.76E-04,1.68E-04,4.71E-04,2.67E-04,1.98E-05,2.17E-04,6.70E-05,8.07E-04,1.59E-04,2.75E-05,0.00E+00,1.83E-04,3.70E-03,6.84E-04,7.90E-04,7.20E-04,4.89E-04,0.00E+00
PLSCR3,8.26E-04,2.82E-04,1.86E-04,1.68E-04,9.81E-05,1.77E-04,0.00E+00,0.00E+00,2.29E-04,1.58E-05,7.11E-04,9.95E-04,4.62E-04,5.04E-05,0.00E+00,0.00E+00,6.56E-04,0.00E+00,5.49E-04,8.49E-04
PLTP,4.92E-04,0.00E+00,0.00E+00,0.00E+00,9.65E-04,0.00E+00,0.00E+00,2.07E-04,5.40E-04,0.00E+00,0.00E+00,2.53E-04,1.31E-03,2.48E-04,1.84E-04,0.00E+00,1.67E-04,0.00E+00,0.00E+00,1.44E-03
PLXDC2,4.10E-04,2.97E-04,9.54E-05,6.39E-05,1.07E-06,4.18E-04,0.00E+00,9.99E-05,3.24E-04,2.63E-05,1.92E-04,0.00E+00,2.26E-04,1.31E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.56E-04,1.48E-03
PLXNA3,4.22E-04,3.90E-04,2.68E-04,2.41E-04,1.10E-04,1.67E-04,1.32E-06,0.00E+00,3.04E-05,0.00E+00,1.14E-04,6.51E-04,4.69E-04,2.27E-04,2.84E-04,0.00E+00,3.19E-04,1.24E-05,7.47E-04,6.36E-04
PMAIP1,0.00E+00,2.25E-04,0.00E+00,5.86E-04,1.09E-04,1.44E-04,0.00E+00,1.31E-05,1.71E-04,1.16E-03,3.89E-04,1.86E-04,3.99E-04,0.00E+00,3.76E-04,9.79E-04,1.15E-03,1.52E-03,4.41E-04,0.00E+00
