,Genes,Cell type,Log2FC,FDR
0,APOL1,Secretory,-1.0932846,4.5818607197444285e-23
1,MTRNR2L8,Secretory,-1.2855828,2.6662270368165626e-28
2,MTRNR2L8,Multiciliated,-1.0014491,6.202047702237135e-31
