,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
ATI,,,,,,,,,,0.44860600700576864,
ATII,0.04370685695402957,,,,,,,,,0.5809202313305905,
Aberrant_Basaloid,1.0413455746179852,,,1.5101861629622555,,1.4105118792191704,,,1.2248386374864753,2.171905729663818,2.1914388852584614
Basal,,,,,,,,,,,
Ciliated,,,,,,,,,,0.1494032353443908,
Club,,,,,,,,,,,
Goblet,,,,,,,,,,,
Mesothelial,,,,,,,,,,,
PNEC,,,,,,,,,,,
